EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,P2030,P2040,P2050,P2060,P2070,P2080
3033,POSSUM KINGDOM WSC,MUNICIPAL,G,STEPHENS,Y,12,6,3,2,1,1
3034,RINCON WSC,MUNICIPAL,N,ARANSAS,Y,23,23,22,23,22,21
3034,RINCON WSC,MUNICIPAL,N,SAN PATRICIO,Y,3939,4149,4246,4213,4180,4149
3035,ROSE HILL SUD,MUNICIPAL,C,KAUFMAN,N,4968,6001,7087,8151,9005,9948
3036,SAGEMEADOW UD,MUNICIPAL,H,HARRIS,N,7231,7319,7270,7221,7321,7436
3037,SAN ANTONIO WATER SYSTEM,MUNICIPAL,L,ATASCOSA,Y,6129,6662,7067,7635,8152,8732
3037,SAN ANTONIO WATER SYSTEM,MUNICIPAL,L,BEXAR,Y,2335011,2705024,2956736,3187948,3398888,3623785
3037,SAN ANTONIO WATER SYSTEM,MUNICIPAL,L,COMAL,Y,2394,2651,2898,3124,3332,3332
3037,SAN ANTONIO WATER SYSTEM,MUNICIPAL,L,MEDINA,Y,7783,22963,25157,27165,29001,29001
3038,ZAPATA COUNTY SAN YGNACIO & RAMIREÑO,MUNICIPAL,M,ZAPATA,N,338,286,243,213,187,166
3039,TARKINGTON SUD,MUNICIPAL,H,LIBERTY,N,5514,5623,5781,5914,6096,6241
3040,THE OAKS WSC,MUNICIPAL,L,BEXAR,N,1277,1445,1595,1729,1881,2057
3041,TALTY SUD,MUNICIPAL,C,KAUFMAN,N,12151,13567,20000,28710,39600,46568
3042,TRAVIS COUNTY MUD 4,MUNICIPAL,K,TRAVIS,N,3318,3916,4436,4954,5542,6208
3043,TRAVIS COUNTY WCID 10,MUNICIPAL,K,TRAVIS,N,7658,8175,8631,9116,9662,10276
3044,UNION WSC,MUNICIPAL,M,STARR,N,7207,7574,7864,8134,8409,8687
3045,WALNUT GROVE WSC,MUNICIPAL,I,CHEROKEE,Y,81,81,79,78,76,74
3045,WALNUT GROVE WSC,MUNICIPAL,I,SMITH,Y,10389,11137,11663,12055,12440,12818
3046,WESTWOOD NORTH WSC,MUNICIPAL,H,MONTGOMERY,N,3408,3599,4099,4162,4162,4900
3047,WILLIAMSON COUNTY MUD 10,MUNICIPAL,G,WILLIAMSON,N,3780,3780,3780,3780,3780,3780
3048,WILLIAMSON COUNTY MUD 11,MUNICIPAL,G,WILLIAMSON,N,5921,8483,11505,14805,18522,22700
3049,VISTA OAKS MUD,MUNICIPAL,G,WILLIAMSON,N,2765,2765,2765,2765,2765,2765
3051,WRIGHT CITY WSC,MUNICIPAL,I,CHEROKEE,Y,325,320,314,308,300,294
3051,WRIGHT CITY WSC,MUNICIPAL,I,RUSK,Y,155,151,143,135,126,118
3051,WRIGHT CITY WSC,MUNICIPAL,I,SMITH,Y,1324,1370,1418,1468,1519,1572
3052,ZAPATA COUNTY,MUNICIPAL,M,ZAPATA,N,10099,10249,10251,10146,10038,9925
3053,ZAVALA COUNTY WCID 1,MUNICIPAL,L,ZAVALA,N,1219,1186,1136,1086,1032,975
3054,DEANVILLE WSC,MUNICIPAL,G,BURLESON,N,1926,1940,1928,1914,1898,1881
3055,DENTON COUNTY FWSD 7,MUNICIPAL,C,DENTON,N,12779,13500,13500,13500,13500,13500
3056,PROVIDENCE VILLAGE WCID,MUNICIPAL,C,DENTON,N,7235,7235,7235,7235,7235,7235
3057,DENTON COUNTY FWSD 10,MUNICIPAL,C,DENTON,N,6246,6246,6246,6246,6246,6246
3058,WYLIE NORTHEAST SUD,MUNICIPAL,C,COLLIN,N,15891,19669,24240,25954,26648,26648
3059,NUECES WSC,MUNICIPAL,N,NUECES,N,5977,6071,6081,6068,6054,6041
3060,SEIS LAGOS UD,MUNICIPAL,C,COLLIN,N,2348,2270,2383,2479,2535,2541
3061,HARRIS COUNTY MUD 278,MUNICIPAL,H,HARRIS,N,9870,9984,10672,10923,11049,11131
3062,HARRIS COUNTY MUD 400,MUNICIPAL,H,HARRIS,N,9503,9631,10197,10424,10762,10877
3063,HARRIS COUNTY MUD 49,MUNICIPAL,H,HARRIS,N,8827,9038,9542,9802,9830,9860
3064,HARRIS COUNTY MUD 96,MUNICIPAL,H,HARRIS,N,8521,8547,9146,9388,9442,9516
3065,HARRIS COUNTY MUD 148,MUNICIPAL,H,HARRIS,N,6223,6378,7018,7324,7337,7350
3066,HARRIS COUNTY WCID 74,MUNICIPAL,H,HARRIS,N,5713,5782,5963,5979,5897,5904
3067,KIRKMONT MUD,MUNICIPAL,H,HARRIS,N,2472,2522,2502,2481,2494,2500
3068,NEWPORT MUD,MUNICIPAL,H,HARRIS,N,12664,12706,13607,14143,14729,14746
3069,THE COMMONS WATER SUPPLY,MUNICIPAL,H,HARRIS,N,2963,2963,2963,2963,2963,2963
3070,FORT BEND COUNTY MUD 121,MUNICIPAL,H,FORT BEND,N,3809,3809,3809,3809,3809,3809
3071,HARRIS COUNTY MUD 106,MUNICIPAL,H,HARRIS,N,4454,4531,4689,4773,4956,5019
3072,HARRIS COUNTY MUD 290,MUNICIPAL,H,HARRIS,N,9655,9883,10472,10713,11058,11183
3073,HARRIS COUNTY MUD 221,MUNICIPAL,H,HARRIS,N,5623,5681,5803,5856,5979,6035
3074,HARRIS COUNTY WCID 96,MUNICIPAL,H,HARRIS,N,8240,8414,9562,9907,9706,9740
3075,MONTGOMERY COUNTY MUD 15,MUNICIPAL,H,MONTGOMERY,N,7165,7647,7795,7913,8104,8316
3076,GREATER GARDENDALE WSC,MUNICIPAL,F,ECTOR,Y,3053,3551,4003,4334,4678,5037
3076,GREATER GARDENDALE WSC,MUNICIPAL,F,MIDLAND,Y,1910,2354,2788,3109,3437,3775
3077,RIVERBEND WATER RESOURCES DISTRICT,MUNICIPAL,D,BOWIE,N,401,398,394,388,381,375
3078,TEXAS A&M UNIVERSITY,MUNICIPAL,G,BRAZOS,N,19681,19681,19681,19681,19681,19681
3079,PALOMA CREEK NORTH,MUNICIPAL,C,DENTON,N,5853,5853,5853,5853,5853,5853
3081,NORTH CHANNEL WATER AUTHORITY,MUNICIPAL,H,HARRIS,N,111189,115356,121986,125492,125725,126685
3082,SIENNA PLANTATION,MUNICIPAL,H,FORT BEND,N,39140,40401,42096,42856,43695,44833
3085,"MINING, KING",MINING,B,KING,N,0,0,0,0,0,0
3090,"MINING, ARCHER",MINING,B,ARCHER,N,0,0,0,0,0,0
3091,"MINING, FLOYD",MINING,O,FLOYD,N,0,0,0,0,0,0
3094,"MINING, HARTLEY",MINING,A,HARTLEY,N,0,0,0,0,0,0
3096,"MINING, HEMPHILL",MINING,A,HEMPHILL,N,0,0,0,0,0,0
3100,"IRRIGATION, CORYELL",IRRIGATION,G,CORYELL,N,0,0,0,0,0,0
3102,"IRRIGATION, TITUS",IRRIGATION,D,TITUS,N,0,0,0,0,0,0
3103,"IRRIGATION, RAINS",IRRIGATION,D,RAINS,N,0,0,0,0,0,0
3104,"IRRIGATION, GREGG",IRRIGATION,D,GREGG,N,0,0,0,0,0,0
3105,"IRRIGATION, FRANKLIN",IRRIGATION,D,FRANKLIN,N,0,0,0,0,0,0
3106,"IRRIGATION, NAVARRO",IRRIGATION,C,NAVARRO,N,0,0,0,0,0,0
3107,"IRRIGATION, JACK",IRRIGATION,C,JACK,N,0,0,0,0,0,0
3111,"IRRIGATION, JASPER",IRRIGATION,I,JASPER,N,0,0,0,0,0,0
3112,"IRRIGATION, PANOLA",IRRIGATION,I,PANOLA,N,0,0,0,0,0,0
3115,BRIARCLIFF,MUNICIPAL,K,TRAVIS,N,3281,4021,4662,5296,6016,6833
3124,EAST GARRETT WSC,MUNICIPAL,C,ELLIS,N,1806,2295,2825,3363,3954,4605
3127,HORSESHOE BAY,MUNICIPAL,K,BURNET,Y,909,993,1065,1144,1234,1336
3127,HORSESHOE BAY,MUNICIPAL,K,LLANO,Y,3754,3927,4021,4355,4733,5158
3133,BUTLER WSC,MUNICIPAL,C,FREESTONE,N,838,830,818,794,767,737
3134,TRAVIS COUNTY WCID POINT VENTURE,MUNICIPAL,K,TRAVIS,N,1668,2019,2444,2959,3582,4337
3136,SCOTLAND,MUNICIPAL,B,ARCHER,N,361,339,317,298,281,263
3137,SMILEY,MUNICIPAL,L,GONZALES,N,474,474,467,458,449,439
3138,SUNSET VALLEY,MUNICIPAL,K,TRAVIS,N,737,737,737,737,737,737
3142,WESTLAKE,MUNICIPAL,C,TARRANT,N,3052,4001,4791,5441,6152,6933
3143,FORT BEND COUNTY MUD 81,MUNICIPAL,H,FORT BEND,N,2568,2568,3747,4602,5069,5396
3146,BI COUNTY WSC,MUNICIPAL,D,CAMP,Y,7377,7459,7480,7542,7605,7669
3146,BI COUNTY WSC,MUNICIPAL,D,MORRIS,Y,1420,1292,1143,1046,949,848
3146,BI COUNTY WSC,MUNICIPAL,D,TITUS,Y,525,644,829,971,1128,1305
3146,BI COUNTY WSC,MUNICIPAL,D,UPSHUR,Y,4695,4737,4720,4652,4583,4515
3147,BLOCK HOUSE MUD,MUNICIPAL,G,WILLIAMSON,N,5749,5555,5370,5190,5017,4848
3148,BOLIVAR PENINSULA SUD,MUNICIPAL,H,GALVESTON,N,2987,3018,3033,3048,3053,3056
3149,BRIGHT STAR SALEM SUD,MUNICIPAL,D,RAINS,Y,2430,2609,2741,2929,3122,3317
3149,BRIGHT STAR SALEM SUD,MUNICIPAL,D,WOOD,Y,1797,1979,2087,2333,2579,2823
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,K,BLANCO,Y,536,536,536,536,536,536
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,K,HAYS,Y,1266,1301,1326,1345,1358,1358
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,K,TRAVIS,Y,1266,1301,1327,1345,1359,1359
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,L,COMAL,Y,94408,129068,151098,165409,219030,278197
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,L,MEDINA,Y,396,563,624,647,655,663
3151,CENTRAL BOWIE COUNTY WSC,MUNICIPAL,D,BOWIE,N,9911,9996,10084,10172,10262,10350
3152,CLEAR BROOK CITY MUD,MUNICIPAL,H,HARRIS,N,20487,20622,20526,20430,20643,20744
3153,COLEMAN COUNTY SUD,MUNICIPAL,F,BROWN,Y,127,129,130,130,131,131
3153,COLEMAN COUNTY SUD,MUNICIPAL,F,COLEMAN,Y,2514,2371,2240,2142,2051,1959
3153,COLEMAN COUNTY SUD,MUNICIPAL,F,RUNNELS,Y,94,88,79,71,63,53
3153,COLEMAN COUNTY SUD,MUNICIPAL,G,CALLAHAN,Y,169,177,185,193,202,211
3153,COLEMAN COUNTY SUD,MUNICIPAL,G,TAYLOR,Y,169,179,179,179,179,179
3154,COMBINED CONSUMERS SUD,MUNICIPAL,D,HUNT,Y,5518,5756,5971,6118,6270,6424
3154,COMBINED CONSUMERS SUD,MUNICIPAL,D,VAN ZANDT,Y,1116,1175,1231,1278,1324,1371
3155,CONCHO RURAL WATER,MUNICIPAL,F,TOM GREEN,N,7562,8518,9366,10214,11137,12142
3156,THE CONSOLIDATED WSC,MUNICIPAL,I,ANDERSON,Y,2809,2852,2896,2940,2985,3031
3156,THE CONSOLIDATED WSC,MUNICIPAL,I,HOUSTON,Y,7723,8034,8364,8541,8692,8837
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,CAMP,Y,60,60,61,61,62,62
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,FRANKLIN,Y,6889,6845,6750,6802,6855,6906
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,HOPKINS,Y,1121,1177,1200,1231,1264,1297
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,TITUS,Y,445,522,633,720,817,925
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,WOOD,Y,462,487,502,532,561,591
3158,DEAN DALE WSC,MUNICIPAL,B,CLAY,Y,1743,1800,1861,1930,1996,2060
3158,DEAN DALE WSC,MUNICIPAL,B,WICHITA,Y,838,838,854,896,941,988
3159,DIANA SUD,MUNICIPAL,D,HARRISON,Y,394,411,413,423,432,440
3159,DIANA SUD,MUNICIPAL,D,MARION,Y,507,425,362,302,255,214
3159,DIANA SUD,MUNICIPAL,D,UPSHUR,Y,5393,5914,6485,7112,7799,8553
3160,EAST BELL WSC,MUNICIPAL,G,BELL,Y,2320,2176,2063,1945,1815,1673
3160,EAST BELL WSC,MUNICIPAL,G,FALLS,Y,117,119,122,125,132,143
3161,EAST CENTRAL SUD,MUNICIPAL,L,BEXAR,Y,45458,51420,56763,61513,66950,73173
3161,EAST CENTRAL SUD,MUNICIPAL,L,GUADALUPE,Y,1417,1719,2057,2414,2822,3291
3161,EAST CENTRAL SUD,MUNICIPAL,L,WILSON,Y,1368,1525,1674,1803,1900,1900
3162,EAST MEDINA COUNTY SUD,MUNICIPAL,L,MEDINA,N,10138,10820,11315,11625,11982,12392
3163,EL JARDIN WSC,MUNICIPAL,M,CAMERON,N,12677,13004,13122,13085,13048,13009
6195,410 WSC,MUNICIPAL,D,RED RIVER,N,1356,1288,1226,1174,1123,1073
6196,AFTON GROVE WSC,MUNICIPAL,I,CHEROKEE,N,1439,1477,1518,1562,1608,1657
6197,AIR FORCE VILLAGE II INC,MUNICIPAL,L,BEXAR,N,536,536,536,536,536,536
6198,AIRLINE MOBILE HOME PARK LTD,MUNICIPAL,F,MIDLAND,N,1829,2086,2342,2530,2727,2930
6199,ANDERSON COUNTY CEDAR CREEK WSC,MUNICIPAL,I,ANDERSON,N,706,705,696,686,677,669
6200,ARCHER COUNTY MUD 1,MUNICIPAL,B,ARCHER,N,1134,1072,1007,952,901,849
6201,ARLEDGE RIDGE WSC,MUNICIPAL,C,FANNIN,N,1364,1474,1531,1578,1629,1684
6202,AUSTIN COUNTY WSC,MUNICIPAL,H,AUSTIN,N,2352,2666,2913,3036,3096,3158
6203,AVALON WATER SUPPLY & SEWER SERVICE,MUNICIPAL,C,ELLIS,N,992,1109,1236,1360,1498,1650
6204,AXTELL WSC,MUNICIPAL,G,MCLENNAN,N,1775,2025,2275,2525,2775,3025
6205,B AND B WSC,MUNICIPAL,C,NAVARRO,N,1871,2060,2217,2364,2525,2701
6206,B B S WSC,MUNICIPAL,C,HENDERSON,Y,17,17,17,17,17,17
6206,B B S WSC,MUNICIPAL,I,ANDERSON,Y,1064,1061,1048,1035,1021,1008
6207,B C Y WSC,MUNICIPAL,I,ANDERSON,N,1645,1642,1620,1600,1580,1559
6208,B H P WSC,MUNICIPAL,D,HUNT,N,6056,7047,7913,8719,9533,10352
6209,BAFFIN BAY WSC,MUNICIPAL,N,KLEBERG,N,806,830,859,900,943,983
6210,BALMORHEA,MUNICIPAL,F,REEVES,N,391,440,487,517,550,587
6211,BANDERA COUNTY FWSD 1,MUNICIPAL,J,BANDERA,N,1074,1095,1117,1140,1163,1186
6212,BARSTOW,MUNICIPAL,F,WARD,N,265,300,338,369,404,443
6213,BARTON CREEK WSC,MUNICIPAL,K,TRAVIS,N,565,606,642,680,723,771
6214,BATESVILLE WSC,MUNICIPAL,L,ZAVALA,N,860,837,802,767,729,687
6215,BAYBROOK MUD 1,MUNICIPAL,H,HARRIS,N,2337,2472,2503,2519,2587,2670
6216,BAYLOR SUD,MUNICIPAL,B,ARCHER,Y,173,160,148,137,127,116
6216,BAYLOR SUD,MUNICIPAL,B,BAYLOR,Y,1019,1029,1076,1099,1121,1145
6216,BAYLOR SUD,MUNICIPAL,B,YOUNG,Y,236,240,242,251,258,265
6216,BAYLOR SUD,MUNICIPAL,G,THROCKMORTON,Y,7,6,6,5,4,4
6216,BAYLOR SUD,MUNICIPAL,G,YOUNG,Y,116,116,116,115,116,117
6217,BAYVIEW MUD,MUNICIPAL,H,GALVESTON,N,1458,1546,1600,1633,1656,1675
6218,BECKER JIBA WSC,MUNICIPAL,C,KAUFMAN,N,4425,6986,9459,11174,13077,15179
6219,BELL COUNTY WCID 3,MUNICIPAL,G,BELL,N,9460,11636,14996,18356,19140,19924
6220,BEN WHEELER WSC,MUNICIPAL,D,VAN ZANDT,Y,2836,3237,3620,4029,4444,4861
6220,BEN WHEELER WSC,MUNICIPAL,I,SMITH,Y,28,34,38,42,45,48
6222,BIROME WSC,MUNICIPAL,G,HILL,Y,677,697,711,723,739,756
6222,BIROME WSC,MUNICIPAL,G,LIMESTONE,Y,91,90,85,82,79,76
6222,BIROME WSC,MUNICIPAL,G,MCLENNAN,Y,543,608,666,730,801,880
6223,BLACK ROCK WSC,MUNICIPAL,C,DENTON,N,1560,1959,2377,2804,3274,3791
6224,BLACKJACK WSC,MUNICIPAL,I,CHEROKEE,N,515,509,499,488,477,465
6225,BLOCKER CROSSROADS WSC,MUNICIPAL,D,HARRISON,N,1572,1616,1623,1632,1641,1649
6226,BLUE RIDGE WEST MUD,MUNICIPAL,H,FORT BEND,N,7226,7258,7393,7794,7944,8097
6227,BOIS D ARC MUD,MUNICIPAL,C,FANNIN,Y,3031,3180,3269,3325,3386,3453
6227,BOIS D ARC MUD,MUNICIPAL,D,LAMAR,Y,16,16,16,16,16,16
6228,BOLD SPRINGS WSC,MUNICIPAL,G,HILL,Y,128,132,134,138,140,143
6228,BOLD SPRINGS WSC,MUNICIPAL,G,MCLENNAN,Y,1722,1815,1894,1968,2051,2146
6229,BOLING MWD,MUNICIPAL,K,WHARTON,N,635,628,529,447,356,256
6230,BRASHEAR WSC,MUNICIPAL,D,HOPKINS,N,995,1072,1086,1124,1165,1205
6231,BRAZORIA COUNTY MUD 25,MUNICIPAL,H,BRAZORIA,N,4361,4461,4468,4511,4556,4614
6232,BRAZORIA COUNTY MUD 29,MUNICIPAL,H,BRAZORIA,N,4322,4652,4656,4687,4813,4914
6233,BROOKELAND FWSD,MUNICIPAL,I,JASPER,Y,289,274,256,239,224,207
6233,BROOKELAND FWSD,MUNICIPAL,I,NEWTON,Y,395,357,316,279,242,206
6233,BROOKELAND FWSD,MUNICIPAL,I,SABINE,Y,514,469,425,402,376,351
6234,BURNS REDBANK WSC,MUNICIPAL,D,BOWIE,N,2344,2490,2644,2810,2985,3171
6235,CALLAHAN COUNTY WSC,MUNICIPAL,G,CALLAHAN,N,2304,2343,2383,2424,2466,2508
6236,CALLISBURG WSC,MUNICIPAL,C,COOKE,N,1614,1686,1717,1728,1740,1752
6237,CANEY CREEK MUD OF MATAGORDA COUNTY,MUNICIPAL,K,MATAGORDA,N,2339,2541,2772,3023,3294,3586
6238,CAPE ROYALE UD,MUNICIPAL,H,SAN JACINTO,N,585,580,564,548,532,513
6239,CARO WSC,MUNICIPAL,I,NACOGDOCHES,N,2567,2652,2729,2859,2987,3112
6240,CARRIZO HILL WSC,MUNICIPAL,L,DIMMIT,N,663,752,854,981,1202,1678
6241,CARROLL WSC,MUNICIPAL,D,SMITH,Y,428,446,456,461,465,470
6241,CARROLL WSC,MUNICIPAL,D,VAN ZANDT,Y,515,587,655,729,803,877
6241,CARROLL WSC,MUNICIPAL,I,SMITH,Y,668,742,794,838,882,925
6242,CEGO-DURANGO WSC,MUNICIPAL,G,FALLS,N,1174,1343,1527,1676,1875,2154
6243,CENTERVILLE WSC,MUNICIPAL,I,TRINITY,N,633,566,489,432,373,310
6244,CENTRAL BOSQUE WSC,MUNICIPAL,G,MCLENNAN,N,836,866,891,909,932,959
6245,CENTRAL TEXAS COLLEGE DISTRICT,MUNICIPAL,G,BELL,Y,548,548,548,548,548,548
6245,CENTRAL TEXAS COLLEGE DISTRICT,MUNICIPAL,G,CORYELL,Y,343,343,343,343,343,343
6246,CENTRAL WASHINGTON COUNTY WSC,MUNICIPAL,G,WASHINGTON,N,3623,3806,3610,3865,4145,4453
6247,CHAMBERS COUNTY MUD 1,MUNICIPAL,H,CHAMBERS,N,5334,5749,6229,6755,7311,7931
6248,CHAPPELL HILL WSC,MUNICIPAL,G,WASHINGTON,N,493,495,499,491,482,472
6249,CHATEAU WOODS MUD,MUNICIPAL,H,MONTGOMERY,N,3099,4100,4166,4277,4332,4451
6250,CHATT WSC,MUNICIPAL,G,HILL,N,1251,1289,1312,1337,1364,1398
6251,CHESTER WSC,MUNICIPAL,I,POLK,Y,289,312,323,336,348,360
6251,CHESTER WSC,MUNICIPAL,I,TYLER,Y,593,518,439,381,318,253
6252,CHOICE WSC,MUNICIPAL,I,SAN AUGUSTINE,Y,18,16,15,13,12,12
6252,CHOICE WSC,MUNICIPAL,I,SHELBY,Y,798,853,921,1000,1094,1207
6253,CLEAR WATER ESTATES WATER SYSTEM,MUNICIPAL,L,COMAL,N,898,1253,1725,2325,3010,3795
6254,CORINTHIAN POINT MUD 2,MUNICIPAL,H,MONTGOMERY,N,631,687,813,854,889,918
6255,CORNERSVILLE WSC,MUNICIPAL,D,FRANKLIN,Y,33,35,39,43,47,52
6255,CORNERSVILLE WSC,MUNICIPAL,D,HOPKINS,Y,927,965,985,1008,1032,1057
6255,CORNERSVILLE WSC,MUNICIPAL,D,WOOD,Y,251,270,289,310,332,357
6256,CORPUS CHRISTI NAVAL AIR STATION,MUNICIPAL,N,NUECES,N,1360,1384,1385,1380,1374,1368
6257,COTTONWOOD CREEK MUD 1,MUNICIPAL,K,TRAVIS,N,5000,5000,5000,5000,5000,5000
6258,COUNTRY TERRACE WATER,MUNICIPAL,H,HARRIS,N,1375,1375,1377,1377,1378,1367
6259,CRESCENT HEIGHTS WSC,MUNICIPAL,C,HENDERSON,N,1801,1857,2064,2099,2137,2178
6260,CRYSTAL FARMS WSC,MUNICIPAL,I,RUSK,N,1349,1482,1634,1812,2016,2255
6261,CYPRESS CREEK WSC,MUNICIPAL,I,TYLER,N,522,462,410,365,326,294
6262,CYPRESS RANCH WCID 1,MUNICIPAL,K,TRAVIS,N,1664,1786,1786,1786,1786,1786
6263,DADS SUPPORTED LIVING CENTER,MUNICIPAL,F,TOM GREEN,N,427,427,427,427,427,427
6264,DAMASCUS-STRYKER WSC,MUNICIPAL,I,POLK,N,1544,1668,1729,1797,1862,1927
6265,DARROUZETT,MUNICIPAL,A,LIPSCOMB,N,296,279,259,243,226,208
6267,DELTA COUNTY MUD,MUNICIPAL,C,FANNIN,Y,72,84,90,96,102,109
6267,DELTA COUNTY MUD,MUNICIPAL,D,DELTA,Y,1915,1941,1968,1994,2021,2048
6268,DESERT WSC,MUNICIPAL,C,COLLIN,Y,365,401,440,480,524,572
6268,DESERT WSC,MUNICIPAL,C,FANNIN,Y,798,905,957,1006,1059,1119
6268,DESERT WSC,MUNICIPAL,C,GRAYSON,Y,701,765,818,864,915,972
6269,DEVERS,MUNICIPAL,H,LIBERTY,N,543,543,543,543,545,548
6270,DODGE OAKHURST WSC,MUNICIPAL,H,SAN JACINTO,Y,650,644,627,610,592,571
6270,DODGE OAKHURST WSC,MUNICIPAL,H,WALKER,Y,2488,3013,3882,5057,6303,7637
6271,DOGWOOD ESTATES WATER,MUNICIPAL,C,HENDERSON,N,1179,1154,1226,1239,1253,1267
6272,DOMESTIC WATER,MUNICIPAL,H,MONTGOMERY,N,1386,1399,1435,1581,1721,1748
6273,DORCHESTER,MUNICIPAL,C,GRAYSON,N,1287,1322,1350,1361,1376,1394
6274,E M C WSC,MUNICIPAL,D,CASS,Y,507,483,456,435,413,393
6274,E M C WSC,MUNICIPAL,D,MARION,Y,1752,1572,1361,1226,1086,939
6276,EAST CRAWFORD WSC,MUNICIPAL,G,MCLENNAN,N,985,1038,1084,1126,1175,1230
6277,EAST LAMAR WSC,MUNICIPAL,I,SHELBY,N,755,806,870,945,1033,1140
6278,EAST MONTANA WATER SYSTEM,MUNICIPAL,E,EL PASO,N,14756,15376,15696,15827,15959,16092
6279,EBENEZER WSC,MUNICIPAL,I,RUSK,N,717,696,660,620,581,542
6280,EDOM WSC,MUNICIPAL,D,VAN ZANDT,Y,1009,1027,1043,1041,1040,1040
6280,EDOM WSC,MUNICIPAL,I,HENDERSON,Y,262,284,280,289,297,306
6281,EL SAUZ WSC,MUNICIPAL,M,STARR,N,1708,1868,1979,2022,2066,2109
6282,EL TANQUE WSC,MUNICIPAL,M,STARR,N,1385,1207,1054,939,836,744
6283,ELMO WSC,MUNICIPAL,C,KAUFMAN,N,2332,2733,3243,3810,4440,5137
6284,EMERALD BAY MUD,MUNICIPAL,I,SMITH,N,1029,1084,1122,1166,1166,1166
6285,EOL WSC,MUNICIPAL,G,MCLENNAN,N,1873,2048,2223,2398,2573,2748
6286,ESPERANZA WATER SERVICE,MUNICIPAL,E,HUDSPETH,N,652,588,541,498,455,411
6287,ETOILE WSC,MUNICIPAL,I,NACOGDOCHES,N,1450,1497,1541,1614,1686,1757
6288,EULA WSC,MUNICIPAL,G,CALLAHAN,N,2629,2711,2797,2884,2975,3068
6289,FALCON RURAL WSC,MUNICIPAL,M,ZAPATA,N,377,305,246,205,172,146
6290,FAR HILLS UD,MUNICIPAL,H,MONTGOMERY,N,1184,1500,1737,1897,2031,2130
6291,FAYETTE COUNTY WCID MONUMENT HILL,MUNICIPAL,K,FAYETTE,N,566,557,546,543,541,539
6292,FEDERAL CORRECTIONAL INSTITUTION LA TUNA,MUNICIPAL,E,EL PASO,N,1675,1675,1675,1675,1675,1675
6293,FIRST COLONY MUD 9,MUNICIPAL,H,FORT BEND,N,7804,7895,8332,8717,9122,9468
6294,FIVE WAY WSC,MUNICIPAL,I,SHELBY,N,1171,1180,1188,1184,1181,1178
6295,FLAT FORK WSC,MUNICIPAL,I,SHELBY,N,525,437,366,300,247,202
6296,FLAT WSC,MUNICIPAL,G,CORYELL,N,682,698,707,700,695,691
6297,FOLLETT,MUNICIPAL,A,LIPSCOMB,N,320,284,250,225,208,200
6298,FOREST HILLS MUD,MUNICIPAL,H,HARRIS,N,2935,2936,2936,2936,2911,2894
6299,FORT BEND COUNTY MUD 115,MUNICIPAL,H,FORT BEND,N,1489,1506,1652,1681,1738,1777
6300,FORT BEND COUNTY MUD 128,MUNICIPAL,H,FORT BEND,N,11342,11525,11600,11601,11807,12077
6301,FORT BEND COUNTY MUD 140,MUNICIPAL,H,FORT BEND,N,2265,2266,2283,2284,2607,2859
6302,FORT BEND COUNTY MUD 149,MUNICIPAL,H,FORT BEND,N,5158,5173,5321,5332,5354,5448
6303,FORT BEND COUNTY MUD 152,MUNICIPAL,H,FORT BEND,N,3486,3488,3508,3678,3839,3854
6304,FORT BEND COUNTY MUD 155,MUNICIPAL,H,FORT BEND,N,4100,5005,6075,6927,7670,8101
6305,FORT BEND COUNTY MUD 158,MUNICIPAL,H,FORT BEND,N,2416,2733,3136,3458,3739,3903
6306,FORT BEND COUNTY MUD 162,MUNICIPAL,H,FORT BEND,N,2847,2850,3081,3366,4238,4600
6308,FORT BEND COUNTY MUD 24,MUNICIPAL,H,FORT BEND,N,2968,3295,3295,3295,3307,3321
6309,FORT BEND COUNTY MUD 26,MUNICIPAL,H,FORT BEND,N,5570,5810,6005,6347,6486,6661
6310,FORT BEND COUNTY MUD 42,MUNICIPAL,H,FORT BEND,N,3791,3971,4079,4184,4295,4418
6311,FORT BEND COUNTY MUD 46,MUNICIPAL,H,FORT BEND,N,2479,2712,2895,2983,2990,2998
6312,FORT BEND COUNTY MUD 47,MUNICIPAL,H,FORT BEND,N,2455,2455,2455,2455,2455,2607
6313,FORT BEND COUNTY MUD 48,MUNICIPAL,H,FORT BEND,N,4152,4216,4263,4508,4628,4685
6314,FORT BEND COUNTY MUD 49,MUNICIPAL,H,FORT BEND,N,867,907,907,907,1000,1000
6315,FORT BEND COUNTY MUD 5,MUNICIPAL,H,FORT BEND,N,3979,4488,5009,5239,5293,5325
6316,FORT BEND COUNTY WCID 3,MUNICIPAL,H,FORT BEND,N,617,618,618,618,668,700
6317,FORT GATES WSC,MUNICIPAL,G,CORYELL,N,2345,2402,2430,2413,2395,2376
