EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,P2030,P2040,P2050,P2060,P2070,P2080
880,HAMLIN,MUNICIPAL,G,JONES,N,1544,1350,1182,1039,926,837
881,HAPPY,MUNICIPAL,A,RANDALL,Y,43,38,33,29,25,21
881,HAPPY,MUNICIPAL,O,SWISHER,Y,488,473,454,437,419,401
883,HARDIN WSC,MUNICIPAL,H,LIBERTY,N,4194,4272,4366,4461,4631,4848
884,HARKER HEIGHTS,MUNICIPAL,G,BELL,N,36879,42566,48218,50000,50000,50000
888,HARRIS COUNTY MUD 11,MUNICIPAL,H,HARRIS,N,3722,3722,3722,3722,3691,3673
890,HARRIS COUNTY MUD 132,MUNICIPAL,H,HARRIS,N,6564,6736,6961,7047,7254,7360
892,HARRIS COUNTY MUD 151,MUNICIPAL,H,HARRIS,N,6746,6861,7002,7078,7382,7439
893,HARRIS COUNTY MUD 152,MUNICIPAL,H,HARRIS,N,8559,8722,9018,9130,9439,9551
894,HARRIS COUNTY MUD 153,MUNICIPAL,H,HARRIS,N,8972,9136,9385,9491,9795,9906
895,HARRIS COUNTY MUD 154,MUNICIPAL,H,HARRIS,N,10425,10549,10815,10892,11193,11316
897,HARRIS COUNTY MUD 180,MUNICIPAL,H,HARRIS,N,6171,6302,6331,6361,6478,6643
898,HARRIS COUNTY MUD 189,MUNICIPAL,H,HARRIS,N,3659,3798,3842,3873,4010,4188
902,HARRIS COUNTY MUD 345,MUNICIPAL,H,HARRIS,N,3819,3854,3876,3898,4064,4079
903,HARRIS COUNTY MUD 46,MUNICIPAL,H,HARRIS,N,4526,4526,4541,4550,4550,4551
904,HARRIS COUNTY MUD 5,MUNICIPAL,H,HARRIS,N,6571,6679,6745,6805,6958,7190
905,HARRIS COUNTY MUD 50,MUNICIPAL,H,HARRIS,N,3595,3681,3836,3892,4071,4180
907,HARRIS COUNTY MUD 55,MUNICIPAL,H,HARRIS,N,15587,15782,15609,15444,15535,15637
908,HARRIS COUNTY MUD 8,MUNICIPAL,H,HARRIS,N,5110,5237,5515,5636,5551,5564
909,HARRIS COUNTY UD 14,MUNICIPAL,H,HARRIS,N,3125,3140,3162,3176,3165,3206
910,HARRIS COUNTY UD 15,MUNICIPAL,H,HARRIS,N,3751,3766,3766,3766,3847,3921
911,HARRIS COUNTY WCID 1,MUNICIPAL,H,HARRIS,N,8523,8645,9022,9176,9715,9801
912,HARRIS COUNTY WCID 133,MUNICIPAL,H,HARRIS,N,6198,6353,6362,6369,6325,6305
918,HART MUNICIPAL WATER SYSTEM,MUNICIPAL,O,CASTRO,N,746,712,683,655,642,648
919,HASKELL,MUNICIPAL,G,HASKELL,N,3179,3119,3042,3021,2999,2977
920,HASLET,MUNICIPAL,C,TARRANT,N,6540,8959,11803,12845,14000,14000
921,HAWKINS,MUNICIPAL,D,WOOD,N,1334,1358,1373,1378,1385,1393
923,HAWLEY WSC,MUNICIPAL,G,JONES,Y,4536,4555,4573,4593,4612,4631
923,HAWLEY WSC,MUNICIPAL,G,TAYLOR,Y,308,342,371,404,440,480
924,HEARNE,MUNICIPAL,G,ROBERTSON,N,5253,5114,4946,4740,4524,4295
925,HEATH,MUNICIPAL,C,KAUFMAN,Y,193,271,379,388,388,388
925,HEATH,MUNICIPAL,C,ROCKWALL,Y,11635,15447,20471,20975,20975,20975
926,JIM HOGG COUNTY WCID 2,MUNICIPAL,M,JIM HOGG,N,3482,3440,3353,3261,3170,3079
930,HEMPHILL,MUNICIPAL,I,SABINE,N,982,903,830,787,746,706
931,HEMPSTEAD,MUNICIPAL,H,WALLER,N,6638,6824,6828,6861,6912,6915
932,HENDERSON,MUNICIPAL,I,RUSK,N,12409,12285,12208,12198,12237,12334
933,HENRIETTA,MUNICIPAL,B,CLAY,N,3123,2921,2694,2493,2299,2109
934,HEREFORD,MUNICIPAL,O,DEAF SMITH,N,15164,15591,15903,16145,16523,17113
935,HEWITT,MUNICIPAL,G,MCLENNAN,N,17127,17127,17127,17127,17127,17127
938,HICKORY CREEK SUD,MUNICIPAL,C,COLLIN,Y,99,128,161,194,230,271
938,HICKORY CREEK SUD,MUNICIPAL,C,FANNIN,Y,274,252,245,232,217,202
938,HICKORY CREEK SUD,MUNICIPAL,D,HUNT,Y,3499,4011,4599,5273,6045,6930
939,HICO,MUNICIPAL,G,HAMILTON,N,1224,1197,1171,1146,1120,1096
940,HIDALGO,MUNICIPAL,M,HIDALGO,N,12072,12740,13187,13512,13841,14175
941,HIDALGO COUNTY MUD 1,MUNICIPAL,M,HIDALGO,N,5256,5449,5590,5759,5931,6107
942,HIGH POINT WSC,MUNICIPAL,C,KAUFMAN,Y,19458,30077,43664,59266,76390,95209
942,HIGH POINT WSC,MUNICIPAL,C,ROCKWALL,Y,1853,2687,3698,4768,5943,7235
943,HIGHLAND PARK,MUNICIPAL,C,DALLAS,N,9311,9311,9311,9311,9311,9311
944,HIGHLAND VILLAGE,MUNICIPAL,C,DENTON,N,16656,17822,18020,18020,18020,18020
947,HILLCREST VILLAGE,MUNICIPAL,H,BRAZORIA,N,679,665,661,647,630,607
948,HILLSBORO,MUNICIPAL,G,HILL,N,14997,15442,15726,16026,16364,16742
949,HILSHIRE VILLAGE,MUNICIPAL,H,HARRIS,N,809,809,809,810,804,800
950,HITCHCOCK,MUNICIPAL,H,GALVESTON,N,7403,7639,7646,7684,7748,7800
952,HOLLAND,MUNICIPAL,G,BELL,N,1209,1232,1251,1269,1288,1306
953,HOLLIDAY,MUNICIPAL,B,ARCHER,Y,1534,1459,1379,1291,1214,1134
953,HOLLIDAY,MUNICIPAL,B,WICHITA,Y,32,31,30,28,26,25
956,HONDO,MUNICIPAL,L,MEDINA,N,7907,7586,7407,7448,7491,7534
957,HONEY GROVE,MUNICIPAL,C,FANNIN,N,1782,1828,1828,1828,1828,1828
958,HOOKS,MUNICIPAL,D,BOWIE,N,2637,2620,2595,2556,2515,2475
960,HOWE,MUNICIPAL,C,GRAYSON,N,4785,5735,6531,7320,8178,9111
961,HUBBARD,MUNICIPAL,G,HILL,N,1480,1523,1550,1580,1613,1651
963,HUDSON OAKS,MUNICIPAL,C,PARKER,N,5500,5693,5851,6044,6300,6500
964,HUDSON WSC,MUNICIPAL,I,ANGELINA,N,10407,10587,10667,10771,10873,10975
965,HUGHES SPRINGS,MUNICIPAL,D,CASS,N,2108,2013,1909,1825,1741,1659
966,HUMBLE,MUNICIPAL,H,HARRIS,N,23654,24530,28051,29693,30661,31130
968,HUNTINGTON,MUNICIPAL,I,ANGELINA,N,2117,2154,2172,2193,2214,2235
969,HURST,MUNICIPAL,C,TARRANT,N,40912,40821,40900,40962,41053,41053
970,HUTCHINS,MUNICIPAL,C,DALLAS,N,8346,9300,9808,10107,10436,10799
971,HUTTO,MUNICIPAL,G,WILLIAMSON,N,23452,32559,45199,62749,87113,120937
972,IDALOU,MUNICIPAL,O,LUBBOCK,N,2130,2047,1971,1874,1784,1698
974,INGLESIDE,MUNICIPAL,N,SAN PATRICIO,N,9741,10019,10156,10146,10135,10125
978,IOWA PARK,MUNICIPAL,B,WICHITA,N,6644,6476,6207,5944,5692,5451
979,IRAAN,MUNICIPAL,F,PECOS,N,1034,1055,1075,1103,1135,1169
980,"IRRIGATION, ANDERSON",IRRIGATION,I,ANDERSON,N,0,0,0,0,0,0
981,"IRRIGATION, ANDREWS",IRRIGATION,F,ANDREWS,N,0,0,0,0,0,0
982,"IRRIGATION, ANGELINA",IRRIGATION,I,ANGELINA,N,0,0,0,0,0,0
984,"IRRIGATION, ARMSTRONG",IRRIGATION,A,ARMSTRONG,N,0,0,0,0,0,0
985,"IRRIGATION, ATASCOSA",IRRIGATION,L,ATASCOSA,N,0,0,0,0,0,0
986,"IRRIGATION, AUSTIN",IRRIGATION,H,AUSTIN,N,0,0,0,0,0,0
987,"IRRIGATION, BAILEY",IRRIGATION,O,BAILEY,N,0,0,0,0,0,0
988,"IRRIGATION, BANDERA",IRRIGATION,J,BANDERA,N,0,0,0,0,0,0
989,"IRRIGATION, BASTROP",IRRIGATION,K,BASTROP,N,0,0,0,0,0,0
990,"IRRIGATION, BAYLOR",IRRIGATION,B,BAYLOR,N,0,0,0,0,0,0
991,"IRRIGATION, BEE",IRRIGATION,N,BEE,N,0,0,0,0,0,0
992,"IRRIGATION, BELL",IRRIGATION,G,BELL,N,0,0,0,0,0,0
993,"IRRIGATION, BEXAR",IRRIGATION,L,BEXAR,N,0,0,0,0,0,0
994,"IRRIGATION, BLANCO",IRRIGATION,K,BLANCO,N,0,0,0,0,0,0
995,"IRRIGATION, BORDEN",IRRIGATION,F,BORDEN,N,0,0,0,0,0,0
996,"IRRIGATION, BOSQUE",IRRIGATION,G,BOSQUE,N,0,0,0,0,0,0
997,"IRRIGATION, BOWIE",IRRIGATION,D,BOWIE,N,0,0,0,0,0,0
998,"IRRIGATION, BRAZORIA",IRRIGATION,H,BRAZORIA,N,0,0,0,0,0,0
999,"IRRIGATION, BRAZOS",IRRIGATION,G,BRAZOS,N,0,0,0,0,0,0
1000,"IRRIGATION, BREWSTER",IRRIGATION,E,BREWSTER,N,0,0,0,0,0,0
1001,"IRRIGATION, BRISCOE",IRRIGATION,O,BRISCOE,N,0,0,0,0,0,0
1002,"IRRIGATION, BROOKS",IRRIGATION,N,BROOKS,N,0,0,0,0,0,0
1003,"IRRIGATION, BROWN",IRRIGATION,F,BROWN,N,0,0,0,0,0,0
1004,"IRRIGATION, BURLESON",IRRIGATION,G,BURLESON,N,0,0,0,0,0,0
1005,"IRRIGATION, BURNET",IRRIGATION,K,BURNET,N,0,0,0,0,0,0
1006,"IRRIGATION, CALDWELL",IRRIGATION,L,CALDWELL,N,0,0,0,0,0,0
1007,"IRRIGATION, CALHOUN",IRRIGATION,L,CALHOUN,N,0,0,0,0,0,0
1008,"IRRIGATION, CALLAHAN",IRRIGATION,G,CALLAHAN,N,0,0,0,0,0,0
1009,"IRRIGATION, CAMERON",IRRIGATION,M,CAMERON,N,0,0,0,0,0,0
1010,"IRRIGATION, CARSON",IRRIGATION,A,CARSON,N,0,0,0,0,0,0
1012,"IRRIGATION, CASTRO",IRRIGATION,O,CASTRO,N,0,0,0,0,0,0
1013,"IRRIGATION, CHAMBERS",IRRIGATION,H,CHAMBERS,N,0,0,0,0,0,0
1014,"IRRIGATION, CHEROKEE",IRRIGATION,I,CHEROKEE,N,0,0,0,0,0,0
1015,"IRRIGATION, CHILDRESS",IRRIGATION,A,CHILDRESS,N,0,0,0,0,0,0
1016,"IRRIGATION, CLAY",IRRIGATION,B,CLAY,N,0,0,0,0,0,0
1017,"IRRIGATION, COCHRAN",IRRIGATION,O,COCHRAN,N,0,0,0,0,0,0
1018,"IRRIGATION, COKE",IRRIGATION,F,COKE,N,0,0,0,0,0,0
1019,"IRRIGATION, COLEMAN",IRRIGATION,F,COLEMAN,N,0,0,0,0,0,0
1020,"IRRIGATION, COLLIN",IRRIGATION,C,COLLIN,N,0,0,0,0,0,0
1021,"IRRIGATION, COLLINGSWORTH",IRRIGATION,A,COLLINGSWORTH,N,0,0,0,0,0,0
1022,"IRRIGATION, COLORADO",IRRIGATION,K,COLORADO,N,0,0,0,0,0,0
1023,"IRRIGATION, COMAL",IRRIGATION,L,COMAL,N,0,0,0,0,0,0
1024,"IRRIGATION, COMANCHE",IRRIGATION,G,COMANCHE,N,0,0,0,0,0,0
1025,"IRRIGATION, CONCHO",IRRIGATION,F,CONCHO,N,0,0,0,0,0,0
1026,"IRRIGATION, COOKE",IRRIGATION,C,COOKE,N,0,0,0,0,0,0
1027,"IRRIGATION, COTTLE",IRRIGATION,B,COTTLE,N,0,0,0,0,0,0
1029,"IRRIGATION, CROCKETT",IRRIGATION,F,CROCKETT,N,0,0,0,0,0,0
1030,"IRRIGATION, CROSBY",IRRIGATION,O,CROSBY,N,0,0,0,0,0,0
1031,"IRRIGATION, CULBERSON",IRRIGATION,E,CULBERSON,N,0,0,0,0,0,0
1032,"IRRIGATION, DALLAM",IRRIGATION,A,DALLAM,N,0,0,0,0,0,0
1033,"IRRIGATION, DALLAS",IRRIGATION,C,DALLAS,N,0,0,0,0,0,0
1034,"IRRIGATION, DAWSON",IRRIGATION,O,DAWSON,N,0,0,0,0,0,0
1035,"IRRIGATION, DEAF SMITH",IRRIGATION,O,DEAF SMITH,N,0,0,0,0,0,0
1036,"IRRIGATION, DELTA",IRRIGATION,D,DELTA,N,0,0,0,0,0,0
1037,"IRRIGATION, DENTON",IRRIGATION,C,DENTON,N,0,0,0,0,0,0
1038,"IRRIGATION, DEWITT",IRRIGATION,L,DEWITT,N,0,0,0,0,0,0
1039,"IRRIGATION, DICKENS",IRRIGATION,O,DICKENS,N,0,0,0,0,0,0
1040,"IRRIGATION, DIMMIT",IRRIGATION,L,DIMMIT,N,0,0,0,0,0,0
1041,"IRRIGATION, DONLEY",IRRIGATION,A,DONLEY,N,0,0,0,0,0,0
1042,"IRRIGATION, DUVAL",IRRIGATION,N,DUVAL,N,0,0,0,0,0,0
1043,"IRRIGATION, EASTLAND",IRRIGATION,G,EASTLAND,N,0,0,0,0,0,0
1044,"IRRIGATION, ECTOR",IRRIGATION,F,ECTOR,N,0,0,0,0,0,0
1045,"IRRIGATION, EDWARDS",IRRIGATION,J,EDWARDS,N,0,0,0,0,0,0
1046,"IRRIGATION, ELLIS",IRRIGATION,C,ELLIS,N,0,0,0,0,0,0
1047,"IRRIGATION, EL PASO",IRRIGATION,E,EL PASO,N,0,0,0,0,0,0
1048,"IRRIGATION, ERATH",IRRIGATION,G,ERATH,N,0,0,0,0,0,0
1049,"IRRIGATION, FALLS",IRRIGATION,G,FALLS,N,0,0,0,0,0,0
1050,"IRRIGATION, FANNIN",IRRIGATION,C,FANNIN,N,0,0,0,0,0,0
1051,"IRRIGATION, FAYETTE",IRRIGATION,K,FAYETTE,N,0,0,0,0,0,0
1052,"IRRIGATION, FISHER",IRRIGATION,G,FISHER,N,0,0,0,0,0,0
1053,"IRRIGATION, FLOYD",IRRIGATION,O,FLOYD,N,0,0,0,0,0,0
1054,"IRRIGATION, FOARD",IRRIGATION,B,FOARD,N,0,0,0,0,0,0
1055,"IRRIGATION, FORT BEND",IRRIGATION,H,FORT BEND,N,0,0,0,0,0,0
1056,"IRRIGATION, FREESTONE",IRRIGATION,C,FREESTONE,N,0,0,0,0,0,0
1057,"IRRIGATION, FRIO",IRRIGATION,L,FRIO,N,0,0,0,0,0,0
1058,"IRRIGATION, GAINES",IRRIGATION,O,GAINES,N,0,0,0,0,0,0
1059,"IRRIGATION, GALVESTON",IRRIGATION,H,GALVESTON,N,0,0,0,0,0,0
1060,"IRRIGATION, GARZA",IRRIGATION,O,GARZA,N,0,0,0,0,0,0
1061,"IRRIGATION, GILLESPIE",IRRIGATION,K,GILLESPIE,N,0,0,0,0,0,0
1062,"IRRIGATION, GLASSCOCK",IRRIGATION,F,GLASSCOCK,N,0,0,0,0,0,0
1063,"IRRIGATION, GOLIAD",IRRIGATION,L,GOLIAD,N,0,0,0,0,0,0
1064,"IRRIGATION, GONZALES",IRRIGATION,L,GONZALES,N,0,0,0,0,0,0
1065,"IRRIGATION, GRAY",IRRIGATION,A,GRAY,N,0,0,0,0,0,0
1066,"IRRIGATION, GRAYSON",IRRIGATION,C,GRAYSON,N,0,0,0,0,0,0
1068,"IRRIGATION, GUADALUPE",IRRIGATION,L,GUADALUPE,N,0,0,0,0,0,0
1069,"IRRIGATION, HALE",IRRIGATION,O,HALE,N,0,0,0,0,0,0
1070,"IRRIGATION, HALL",IRRIGATION,A,HALL,N,0,0,0,0,0,0
1071,"IRRIGATION, HAMILTON",IRRIGATION,G,HAMILTON,N,0,0,0,0,0,0
1072,"IRRIGATION, HANSFORD",IRRIGATION,A,HANSFORD,N,0,0,0,0,0,0
1073,"IRRIGATION, HARDEMAN",IRRIGATION,B,HARDEMAN,N,0,0,0,0,0,0
1074,"IRRIGATION, HARDIN",IRRIGATION,I,HARDIN,N,0,0,0,0,0,0
1075,"IRRIGATION, HARRIS",IRRIGATION,H,HARRIS,N,0,0,0,0,0,0
1076,"IRRIGATION, HARRISON",IRRIGATION,D,HARRISON,N,0,0,0,0,0,0
1077,"IRRIGATION, HARTLEY",IRRIGATION,A,HARTLEY,N,0,0,0,0,0,0
1078,"IRRIGATION, HASKELL",IRRIGATION,G,HASKELL,N,0,0,0,0,0,0
1079,"IRRIGATION, HAYS",IRRIGATION,K,HAYS,Y,0,0,0,0,0,0
1079,"IRRIGATION, HAYS",IRRIGATION,L,HAYS,Y,0,0,0,0,0,0
1080,"IRRIGATION, HEMPHILL",IRRIGATION,A,HEMPHILL,N,0,0,0,0,0,0
1081,"IRRIGATION, HENDERSON",IRRIGATION,C,HENDERSON,Y,0,0,0,0,0,0
1081,"IRRIGATION, HENDERSON",IRRIGATION,I,HENDERSON,Y,0,0,0,0,0,0
1082,"IRRIGATION, HIDALGO",IRRIGATION,M,HIDALGO,N,0,0,0,0,0,0
1083,"IRRIGATION, HILL",IRRIGATION,G,HILL,N,0,0,0,0,0,0
1084,"IRRIGATION, HOCKLEY",IRRIGATION,O,HOCKLEY,N,0,0,0,0,0,0
1085,"IRRIGATION, HOOD",IRRIGATION,G,HOOD,N,0,0,0,0,0,0
1086,"IRRIGATION, HOPKINS",IRRIGATION,D,HOPKINS,N,0,0,0,0,0,0
1087,"IRRIGATION, HOUSTON",IRRIGATION,I,HOUSTON,N,0,0,0,0,0,0
1088,"IRRIGATION, HOWARD",IRRIGATION,F,HOWARD,N,0,0,0,0,0,0
1089,"IRRIGATION, HUDSPETH",IRRIGATION,E,HUDSPETH,N,0,0,0,0,0,0
1090,"IRRIGATION, HUNT",IRRIGATION,D,HUNT,N,0,0,0,0,0,0
1091,"IRRIGATION, HUTCHINSON",IRRIGATION,A,HUTCHINSON,N,0,0,0,0,0,0
1092,"IRRIGATION, IRION",IRRIGATION,F,IRION,N,0,0,0,0,0,0
1093,"IRRIGATION, JACKSON",IRRIGATION,P,JACKSON,N,0,0,0,0,0,0
1094,"IRRIGATION, JEFF DAVIS",IRRIGATION,E,JEFF DAVIS,N,0,0,0,0,0,0
1095,"IRRIGATION, JEFFERSON",IRRIGATION,I,JEFFERSON,N,0,0,0,0,0,0
1096,"IRRIGATION, JIM HOGG",IRRIGATION,M,JIM HOGG,N,0,0,0,0,0,0
1097,"IRRIGATION, JIM WELLS",IRRIGATION,N,JIM WELLS,N,0,0,0,0,0,0
1098,"IRRIGATION, JOHNSON",IRRIGATION,G,JOHNSON,N,0,0,0,0,0,0
1099,"IRRIGATION, JONES",IRRIGATION,G,JONES,N,0,0,0,0,0,0
1100,"IRRIGATION, KARNES",IRRIGATION,L,KARNES,N,0,0,0,0,0,0
1101,"IRRIGATION, KAUFMAN",IRRIGATION,C,KAUFMAN,N,0,0,0,0,0,0
1102,"IRRIGATION, KENDALL",IRRIGATION,L,KENDALL,N,0,0,0,0,0,0
1104,"IRRIGATION, KENT",IRRIGATION,G,KENT,N,0,0,0,0,0,0
1105,"IRRIGATION, KERR",IRRIGATION,J,KERR,N,0,0,0,0,0,0
1106,"IRRIGATION, KIMBLE",IRRIGATION,F,KIMBLE,N,0,0,0,0,0,0
1108,"IRRIGATION, KINNEY",IRRIGATION,J,KINNEY,N,0,0,0,0,0,0
1109,"IRRIGATION, KLEBERG",IRRIGATION,N,KLEBERG,N,0,0,0,0,0,0
1110,"IRRIGATION, KNOX",IRRIGATION,G,KNOX,N,0,0,0,0,0,0
1111,"IRRIGATION, LAMAR",IRRIGATION,D,LAMAR,N,0,0,0,0,0,0
1112,"IRRIGATION, LAMB",IRRIGATION,O,LAMB,N,0,0,0,0,0,0
1113,"IRRIGATION, LAMPASAS",IRRIGATION,G,LAMPASAS,N,0,0,0,0,0,0
1114,"IRRIGATION, LA SALLE",IRRIGATION,L,LA SALLE,N,0,0,0,0,0,0
1115,"IRRIGATION, LAVACA",IRRIGATION,P,LAVACA,N,0,0,0,0,0,0
1116,"IRRIGATION, LEE",IRRIGATION,G,LEE,N,0,0,0,0,0,0
1117,"IRRIGATION, LEON",IRRIGATION,H,LEON,N,0,0,0,0,0,0
1118,"IRRIGATION, LIBERTY",IRRIGATION,H,LIBERTY,N,0,0,0,0,0,0
1119,"IRRIGATION, LIPSCOMB",IRRIGATION,A,LIPSCOMB,N,0,0,0,0,0,0
1120,"IRRIGATION, LIVE OAK",IRRIGATION,N,LIVE OAK,N,0,0,0,0,0,0
1121,"IRRIGATION, LLANO",IRRIGATION,K,LLANO,N,0,0,0,0,0,0
1123,"IRRIGATION, LUBBOCK",IRRIGATION,O,LUBBOCK,N,0,0,0,0,0,0
1124,"IRRIGATION, LYNN",IRRIGATION,O,LYNN,N,0,0,0,0,0,0
1125,"IRRIGATION, MCCULLOCH",IRRIGATION,F,MCCULLOCH,N,0,0,0,0,0,0
1126,"IRRIGATION, MCLENNAN",IRRIGATION,G,MCLENNAN,N,0,0,0,0,0,0
1127,"IRRIGATION, MADISON",IRRIGATION,H,MADISON,N,0,0,0,0,0,0
1129,"IRRIGATION, MARTIN",IRRIGATION,F,MARTIN,N,0,0,0,0,0,0
1130,"IRRIGATION, MASON",IRRIGATION,F,MASON,N,0,0,0,0,0,0
1131,"IRRIGATION, MATAGORDA",IRRIGATION,K,MATAGORDA,N,0,0,0,0,0,0
1132,"IRRIGATION, MAVERICK",IRRIGATION,M,MAVERICK,N,0,0,0,0,0,0
1133,"IRRIGATION, MEDINA",IRRIGATION,L,MEDINA,N,0,0,0,0,0,0
1134,"IRRIGATION, MENARD",IRRIGATION,F,MENARD,N,0,0,0,0,0,0
1135,"IRRIGATION, MIDLAND",IRRIGATION,F,MIDLAND,N,0,0,0,0,0,0
1136,"IRRIGATION, MILAM",IRRIGATION,G,MILAM,N,0,0,0,0,0,0
1137,"IRRIGATION, MILLS",IRRIGATION,K,MILLS,N,0,0,0,0,0,0
1138,"IRRIGATION, MITCHELL",IRRIGATION,F,MITCHELL,N,0,0,0,0,0,0
1139,"IRRIGATION, MONTAGUE",IRRIGATION,B,MONTAGUE,N,0,0,0,0,0,0
1140,"IRRIGATION, MONTGOMERY",IRRIGATION,H,MONTGOMERY,N,0,0,0,0,0,0
1141,"IRRIGATION, MOORE",IRRIGATION,A,MOORE,N,0,0,0,0,0,0
1142,"IRRIGATION, MOTLEY",IRRIGATION,O,MOTLEY,N,0,0,0,0,0,0
1143,"IRRIGATION, NACOGDOCHES",IRRIGATION,I,NACOGDOCHES,N,0,0,0,0,0,0
1144,"IRRIGATION, NEWTON",IRRIGATION,I,NEWTON,N,0,0,0,0,0,0
1145,"IRRIGATION, NOLAN",IRRIGATION,G,NOLAN,N,0,0,0,0,0,0
1146,"IRRIGATION, NUECES",IRRIGATION,N,NUECES,N,0,0,0,0,0,0
1147,"IRRIGATION, OCHILTREE",IRRIGATION,A,OCHILTREE,N,0,0,0,0,0,0
1148,"IRRIGATION, OLDHAM",IRRIGATION,A,OLDHAM,N,0,0,0,0,0,0
1149,"IRRIGATION, ORANGE",IRRIGATION,I,ORANGE,N,0,0,0,0,0,0
1150,"IRRIGATION, PALO PINTO",IRRIGATION,G,PALO PINTO,N,0,0,0,0,0,0
1151,"IRRIGATION, PARKER",IRRIGATION,C,PARKER,N,0,0,0,0,0,0
1152,"IRRIGATION, PARMER",IRRIGATION,O,PARMER,N,0,0,0,0,0,0
1153,"IRRIGATION, PECOS",IRRIGATION,F,PECOS,N,0,0,0,0,0,0
1154,"IRRIGATION, POLK",IRRIGATION,H,POLK,Y,0,0,0,0,0,0
1154,"IRRIGATION, POLK",IRRIGATION,I,POLK,Y,0,0,0,0,0,0
1155,"IRRIGATION, POTTER",IRRIGATION,A,POTTER,N,0,0,0,0,0,0
1156,"IRRIGATION, PRESIDIO",IRRIGATION,E,PRESIDIO,N,0,0,0,0,0,0
1157,"IRRIGATION, RANDALL",IRRIGATION,A,RANDALL,N,0,0,0,0,0,0
1158,"IRRIGATION, REAGAN",IRRIGATION,F,REAGAN,N,0,0,0,0,0,0
1159,"IRRIGATION, REAL",IRRIGATION,J,REAL,N,0,0,0,0,0,0
1160,"IRRIGATION, RED RIVER",IRRIGATION,D,RED RIVER,N,0,0,0,0,0,0
1161,"IRRIGATION, REEVES",IRRIGATION,F,REEVES,N,0,0,0,0,0,0
1162,"IRRIGATION, REFUGIO",IRRIGATION,L,REFUGIO,N,0,0,0,0,0,0
1163,"IRRIGATION, ROBERTS",IRRIGATION,A,ROBERTS,N,0,0,0,0,0,0
1164,"IRRIGATION, ROBERTSON",IRRIGATION,G,ROBERTSON,N,0,0,0,0,0,0
1165,"IRRIGATION, ROCKWALL",IRRIGATION,C,ROCKWALL,N,0,0,0,0,0,0
1166,"IRRIGATION, RUNNELS",IRRIGATION,F,RUNNELS,N,0,0,0,0,0,0
1167,"IRRIGATION, RUSK",IRRIGATION,I,RUSK,N,0,0,0,0,0,0
1168,"IRRIGATION, SAN AUGUSTINE",IRRIGATION,I,SAN AUGUSTINE,N,0,0,0,0,0,0
1169,"IRRIGATION, SAN JACINTO",IRRIGATION,H,SAN JACINTO,N,0,0,0,0,0,0
1170,"IRRIGATION, SAN PATRICIO",IRRIGATION,N,SAN PATRICIO,N,0,0,0,0,0,0
1171,"IRRIGATION, SAN SABA",IRRIGATION,K,SAN SABA,N,0,0,0,0,0,0
1172,"IRRIGATION, SCHLEICHER",IRRIGATION,F,SCHLEICHER,N,0,0,0,0,0,0
1173,"IRRIGATION, SCURRY",IRRIGATION,F,SCURRY,N,0,0,0,0,0,0
1175,"IRRIGATION, SHELBY",IRRIGATION,I,SHELBY,N,0,0,0,0,0,0
1176,"IRRIGATION, SHERMAN",IRRIGATION,A,SHERMAN,N,0,0,0,0,0,0
1177,"IRRIGATION, SMITH",IRRIGATION,D,SMITH,Y,0,0,0,0,0,0
1177,"IRRIGATION, SMITH",IRRIGATION,I,SMITH,Y,0,0,0,0,0,0
1178,"IRRIGATION, SOMERVELL",IRRIGATION,G,SOMERVELL,N,0,0,0,0,0,0
1179,"IRRIGATION, STARR",IRRIGATION,M,STARR,N,0,0,0,0,0,0
1180,"IRRIGATION, STEPHENS",IRRIGATION,G,STEPHENS,N,0,0,0,0,0,0
1181,"IRRIGATION, STERLING",IRRIGATION,F,STERLING,N,0,0,0,0,0,0
1182,"IRRIGATION, STONEWALL",IRRIGATION,G,STONEWALL,N,0,0,0,0,0,0
1183,"IRRIGATION, SUTTON",IRRIGATION,F,SUTTON,N,0,0,0,0,0,0
1184,"IRRIGATION, SWISHER",IRRIGATION,O,SWISHER,N,0,0,0,0,0,0
1185,"IRRIGATION, TARRANT",IRRIGATION,C,TARRANT,N,0,0,0,0,0,0
1186,"IRRIGATION, TAYLOR",IRRIGATION,G,TAYLOR,N,0,0,0,0,0,0
1187,"IRRIGATION, TERRELL",IRRIGATION,E,TERRELL,N,0,0,0,0,0,0
1188,"IRRIGATION, TERRY",IRRIGATION,O,TERRY,N,0,0,0,0,0,0
1190,"IRRIGATION, TOM GREEN",IRRIGATION,F,TOM GREEN,N,0,0,0,0,0,0
1191,"IRRIGATION, TRAVIS",IRRIGATION,K,TRAVIS,N,0,0,0,0,0,0
1192,"IRRIGATION, TRINITY",IRRIGATION,H,TRINITY,Y,0,0,0,0,0,0
1192,"IRRIGATION, TRINITY",IRRIGATION,I,TRINITY,Y,0,0,0,0,0,0
1193,"IRRIGATION, TYLER",IRRIGATION,I,TYLER,N,0,0,0,0,0,0
1194,"IRRIGATION, UPSHUR",IRRIGATION,D,UPSHUR,N,0,0,0,0,0,0
1195,"IRRIGATION, UPTON",IRRIGATION,F,UPTON,N,0,0,0,0,0,0
1196,"IRRIGATION, UVALDE",IRRIGATION,L,UVALDE,N,0,0,0,0,0,0
