EntityId,MapSourceId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,SourceName,SourceType,WmsId,WmsSponsorRegion,WmsName,WmsType,SS2030,SS2040,SS2050,SS2060,SS2070,SS2080
1,,ABILENE,MUNICIPAL,G,TAYLOR,N,DEMAND REDUCTION,DEMAND REDUCTION,3889,G,MUNICIPAL WATER CONSERVATION - ABILENE,MUNICIPAL CONSERVATION,1995,5139,6489,6866,7285,7756
1,137,ABILENE,MUNICIPAL,G,TAYLOR,N,CEDAR RIDGE LAKE/RESERVOIR,SURFACE WATER,2893,G,CEDAR RIDGE RESERVOIR,NEW MAJOR RESERVOIR,0,18889,16300,13200,10100,10100
1,507,ABILENE,MUNICIPAL,G,TAYLOR,N,OH IVIE LAKE/RESERVOIR NON-SYSTEM PORTION,SURFACE WATER,4013,F,SUBORDINATION - OH IVIE NON-SYSTEM PORTION,OTHER SURFACE WATER,803,778,753,786,821,849
1,507,ABILENE,MUNICIPAL,G,TAYLOR,N,OH IVIE LAKE/RESERVOIR NON-SYSTEM PORTION,SURFACE WATER,5382,F,WEST TEXAS WATER PARTNERSHIP - OH IVIE NON-SYSTEM SUBORDINATION ABILENE TRANSFER,OTHER SURFACE WATER,0,779,754,787,821,849
1,507,ABILENE,MUNICIPAL,G,TAYLOR,N,OH IVIE LAKE/RESERVOIR NON-SYSTEM PORTION,SURFACE WATER,5383,F,WEST TEXAS WATER PARTNERSHIP - OH IVIE NON-SYSTEM ABILENE TRANSFER,OTHER SURFACE WATER,0,7621,7646,7613,7579,7551
2,,AMARILLO,MUNICIPAL,A,POTTER,Y,DEMAND REDUCTION,DEMAND REDUCTION,311,A,MUNICIPAL CONSERVATION - AMARILLO,MUNICIPAL CONSERVATION,462,464,450,429,408,386
2,,AMARILLO,MUNICIPAL,A,POTTER,Y,DEMAND REDUCTION,DEMAND REDUCTION,4026,A,WATER AUDIT AND LEAK REPAIR - AMARILLO,MUNICIPAL CONSERVATION,994,984,956,913,869,823
2,,AMARILLO,MUNICIPAL,A,POTTER,Y,DEMAND REDUCTION,DEMAND REDUCTION,4802,A,ADVANCED METERING INFRASTRUCTURE - AMARILLO,MUNICIPAL CONSERVATION,703,698,678,648,616,585
2,,AMARILLO,MUNICIPAL,A,RANDALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,311,A,MUNICIPAL CONSERVATION - AMARILLO,MUNICIPAL CONSERVATION,482,550,606,659,715,771
2,,AMARILLO,MUNICIPAL,A,RANDALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,4026,A,WATER AUDIT AND LEAK REPAIR - AMARILLO,MUNICIPAL CONSERVATION,1037,1164,1287,1405,1524,1643
2,,AMARILLO,MUNICIPAL,A,RANDALL,Y,DEMAND REDUCTION,DEMAND REDUCTION,4802,A,ADVANCED METERING INFRASTRUCTURE - AMARILLO,MUNICIPAL CONSERVATION,734,826,913,997,1081,1165
2,427,AMARILLO,MUNICIPAL,A,POTTER,Y,MEREDITH LAKE/RESERVOIR,SURFACE WATER,4808,A,BRUSH CONTROL - CRMWA,OTHER STRATEGIES,0,13,18,27,26,36
2,427,AMARILLO,MUNICIPAL,A,POTTER,Y,MEREDITH LAKE/RESERVOIR,SURFACE WATER,5996,A,DESALINATION OF LAKE MEREDITH WATER - CRMWA,OTHER STRATEGIES,0,269,460,614,710,787
2,427,AMARILLO,MUNICIPAL,A,RANDALL,Y,MEREDITH LAKE/RESERVOIR,SURFACE WATER,4808,A,BRUSH CONTROL - CRMWA,OTHER STRATEGIES,0,15,24,41,45,73
2,427,AMARILLO,MUNICIPAL,A,RANDALL,Y,MEREDITH LAKE/RESERVOIR,SURFACE WATER,5996,A,DESALINATION OF LAKE MEREDITH WATER - CRMWA,OTHER STRATEGIES,0,319,619,946,1246,1570
2,465,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | CARSON,GROUNDWATER,690,A,DEVELOP POTTER/CARSON COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,386,1292,1935,1533,470
2,465,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | CARSON,GROUNDWATER,690,A,DEVELOP POTTER/CARSON COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,456,1738,2977,2688,937
2,499,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | POTTER,GROUNDWATER,690,A,DEVELOP POTTER/CARSON COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,43,144,215,204,294
2,499,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | POTTER,GROUNDWATER,690,A,DEVELOP POTTER/CARSON COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,51,193,331,359,586
2,501,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,675,A,REPLACE WELL CAPACITY,GROUNDWATER WELLS AND OTHER,0,31,148,503,617,900
2,501,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,677,A,EXPAND CAPACITY CRMWA 2,GROUNDWATER WELLS AND OTHER,0,566,1069,1673,1491,2175
2,501,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,687,A,DEVELOP ROBERTS COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,0,0,0,1146,1646
2,501,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,675,A,REPLACE WELL CAPACITY,GROUNDWATER WELLS AND OTHER,0,37,198,774,1082,1794
2,501,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,677,A,EXPAND CAPACITY CRMWA 2,GROUNDWATER WELLS AND OTHER,0,671,1438,2573,2613,4336
2,501,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,687,A,DEVELOP ROBERTS COUNTY WELL FIELD (OGALLALA AQUIFER) - AMARILLO,GROUNDWATER WELLS AND OTHER,0,0,0,0,2009,3283
2,1113,AMARILLO,MUNICIPAL,A,POTTER,Y,OGALLALA AQUIFER ASR | RANDALL,GROUNDWATER,4842,A,AMARILLO ASR,AQUIFER STORAGE AND RECOVERY,0,4021,3960,3656,3370,3098
2,1113,AMARILLO,MUNICIPAL,A,RANDALL,Y,OGALLALA AQUIFER ASR | RANDALL,GROUNDWATER,4842,A,AMARILLO ASR,AQUIFER STORAGE AND RECOVERY,0,4762,5327,5628,5911,6178
7,,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,2482,K,DROUGHT MANAGEMENT,DROUGHT MANAGEMENT,14813,16609,18710,20779,22658,24659
7,,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,3481,K,AUSTIN - CONSERVATION,MUNICIPAL CONSERVATION,3700,7400,10200,12900,15700,18400
7,,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,6242,K,AUSTIN - CONSERVATION - WATER LOSS MITIGATION,MUNICIPAL CONSERVATION,2800,7500,9400,11300,13200,15000
7,,AUSTIN,MUNICIPAL,K,WILLIAMSON,Y,DEMAND REDUCTION,DEMAND REDUCTION,2482,K,DROUGHT MANAGEMENT,DROUGHT MANAGEMENT,1250,1570,2032,2501,2995,3496
7,169,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DIRECT REUSE,REUSE,3479,K,AUSTIN - DECENTRALIZED RECLAIMED WATER,OTHER DIRECT REUSE,0,200,500,800,1100,1300
7,169,AUSTIN,MUNICIPAL,K,TRAVIS,Y,DIRECT REUSE,REUSE,4984,K,AUSTIN - CENTRALIZED RECLAIMED WATER,OTHER DIRECT REUSE,1100,8200,12900,17600,22300,26900
7,381,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO INDIRECT REUSE,REUSE,3490,K,AUSTIN - INDIRECT POTABLE REUSE THROUGH LADY BIRD LAKE,INDIRECT REUSE,0,0,22400,22400,22400,22400
7,658,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO RUN-OF-RIVER,SURFACE WATER,3482,K,AUSTIN - LONGHORN DAM OPERATION IMPROVEMENTS,OTHER SURFACE WATER,3000,3000,3000,3000,3000,3000
7,658,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO RUN-OF-RIVER,SURFACE WATER,3484,K,AUSTIN - CAPTURE LOCAL INFLOWS TO LADY BIRD LAKE,OTHER SURFACE WATER,0,0,3000,3000,3000,3000
7,658,AUSTIN,MUNICIPAL,K,TRAVIS,Y,COLORADO RUN-OF-RIVER,SURFACE WATER,3485,K,AUSTIN - LAKE AUSTIN OPERATIONS,OTHER SURFACE WATER,1250,1250,1250,1250,1250,1250
7,805,AUSTIN,MUNICIPAL,K,TRAVIS,Y,TRINITY AQUIFER | TRAVIS,GROUNDWATER,3486,K,AUSTIN - BRACKISH GROUNDWATER DESALINATION,GROUNDWATER DESALINATION,0,0,0,0,3962,3962
7,892,AUSTIN,MUNICIPAL,K,TRAVIS,Y,CARRIZO-WILCOX AQUIFER ASR | BASTROP,GROUNDWATER,3530,K,AUSTIN - AQUIFER STORAGE AND RECOVERY,AQUIFER STORAGE AND RECOVERY,0,44500,44500,44500,44500,44500
7,1067,AUSTIN,MUNICIPAL,K,TRAVIS,Y,RAINWATER HARVESTING,SURFACE WATER,3489,K,AUSTIN - ONSITE WATER REUSE,OTHER STRATEGIES,1100,4000,5700,7300,9000,10600
7,1079,AUSTIN,MUNICIPAL,K,TRAVIS,Y,AUSTIN OFF-CHANNEL LAKE/RESERVOIR,SURFACE WATER,4987,K,AUSTIN - LAKE WALTER E. LONG (DECKER) OFF-CHANNEL RESERVOIR,OTHER SURFACE WATER,0,18300,18300,18300,18300,18300
7,1179,AUSTIN,MUNICIPAL,K,TRAVIS,Y,TRINITY AQUIFER | BASTROP,GROUNDWATER,3486,K,AUSTIN - BRACKISH GROUNDWATER DESALINATION,GROUNDWATER WELLS AND OTHER,0,0,0,0,5000,5000
9,,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,DEMAND REDUCTION,DEMAND REDUCTION,4858,I,BEAUMONT - MUNICIPAL CONSERVATION ,MUNICIPAL CONSERVATION,613,954,1084,1171,1257,1340
9,,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,DEMAND REDUCTION,DEMAND REDUCTION,6402,I,"CONSERVATION, WATER LOSS CONTROL - BEAUMONT",MUNICIPAL CONSERVATION,1481,4552,6236,6156,6075,5996
9,314,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,GULF COAST AQUIFER SYSTEM | HARDIN,GROUNDWATER,5811,I,BEAUMONT - WELL FIELD INFRASTRUCTURE IMPROVEMENTS,GROUNDWATER WELLS AND OTHER,2823,2823,2823,2823,2823,2823
9,683,BEAUMONT,MUNICIPAL,I,JEFFERSON,N,SAM RAYBURN-STEINHAGEN LAKE/RESERVOIR SYSTEM,SURFACE WATER,4957,I,BEAUMONT - CONTRACT AMENDMENT WITH LNVA,OTHER SURFACE WATER,3525,4065,4744,4810,4707,4475
13,,BORGER,MUNICIPAL,A,HUTCHINSON,N,DEMAND REDUCTION,DEMAND REDUCTION,518,A,MUNICIPAL CONSERVATION - BORGER,MUNICIPAL CONSERVATION,38,37,36,35,34,33
13,427,BORGER,MUNICIPAL,A,HUTCHINSON,N,MEREDITH LAKE/RESERVOIR,SURFACE WATER,5996,A,DESALINATION OF LAKE MEREDITH WATER - CRMWA,OTHER STRATEGIES,0,121,191,275,371,530
13,487,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | HUTCHINSON,GROUNDWATER,5847,A,DRILL ADDITIONAL GROUNDWATER WELLS - BORGER,GROUNDWATER WELLS AND OTHER,127,246,339,421,477,569
13,487,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | HUTCHINSON,GROUNDWATER,5999,A,ACQUISITION OF TCW WELL FIELD AND SYSTEM,GROUNDWATER WELLS AND OTHER,0,804,764,726,690,656
13,501,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,675,A,REPLACE WELL CAPACITY,GROUNDWATER WELLS AND OTHER,0,13,28,60,75,90
13,501,BORGER,MUNICIPAL,A,HUTCHINSON,N,OGALLALA AQUIFER | ROBERTS,GROUNDWATER,677,A,EXPAND CAPACITY CRMWA 2,GROUNDWATER WELLS AND OTHER,159,192,203,196,179,212
18,,CACTUS MUNICIPAL WATER SYSTEM,MUNICIPAL,A,MOORE,N,DEMAND REDUCTION,DEMAND REDUCTION,520,A,MUNICIPAL CONSERVATION - CACTUS,MUNICIPAL CONSERVATION,9,9,9,9,9,9
18,494,CACTUS MUNICIPAL WATER SYSTEM,MUNICIPAL,A,MOORE,N,OGALLALA AQUIFER | MOORE,GROUNDWATER,6916,A,DRILL ADDITIONAL GROUNDWATER WELL - CACTUS ,GROUNDWATER WELLS AND OTHER,0,87,183,153,109,49
22,,CARTHAGE,MUNICIPAL,I,PANOLA,N,DEMAND REDUCTION,DEMAND REDUCTION,4865,I,CARTHAGE - MUNICIPAL CONSERVATION,MUNICIPAL CONSERVATION,23,38,40,42,44,46
22,,CARTHAGE,MUNICIPAL,I,PANOLA,N,DEMAND REDUCTION,DEMAND REDUCTION,6668,I,"MUNICIPAL CONSERVATION, WATER LOSS MITIGATION - CARTHAGE",MUNICIPAL CONSERVATION,8,8,8,8,8,8
23,,CASH SUD,MUNICIPAL,D,HUNT,Y,DEMAND REDUCTION,DEMAND REDUCTION,7261,D,ADVANCED CONSERVATION - CASH SUD,MUNICIPAL CONSERVATION,166,176,197,210,211,222
23,279,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,FORK LAKE/RESERVOIR,SURFACE WATER,6291,C,NTMWD - INTERIM UPPER SABINE BASIN ,OTHER SURFACE WATER,5,0,0,0,0,0
23,279,CASH SUD,MUNICIPAL,D,HUNT,Y,FORK LAKE/RESERVOIR,SURFACE WATER,6291,C,NTMWD - INTERIM UPPER SABINE BASIN ,OTHER SURFACE WATER,33,0,0,0,0,0
23,279,CASH SUD,MUNICIPAL,D,RAINS,Y,FORK LAKE/RESERVOIR,SURFACE WATER,6291,C,NTMWD - INTERIM UPPER SABINE BASIN ,OTHER SURFACE WATER,2,0,0,0,0,0
23,390,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TRINITY INDIRECT REUSE,REUSE,2418,C,NTMWD - EXPANDED WETLAND REUSE,INDIRECT REUSE,6,4,6,8,4,4
23,390,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TRINITY INDIRECT REUSE,REUSE,4750,C,NTMWD - ADDITIONAL LAVON WATERSHED REUSE,INDIRECT REUSE,0,2,6,9,5,5
23,390,CASH SUD,MUNICIPAL,D,HUNT,Y,TRINITY INDIRECT REUSE,REUSE,2418,C,NTMWD - EXPANDED WETLAND REUSE,INDIRECT REUSE,35,24,37,45,27,26
23,390,CASH SUD,MUNICIPAL,D,HUNT,Y,TRINITY INDIRECT REUSE,REUSE,4750,C,NTMWD - ADDITIONAL LAVON WATERSHED REUSE,INDIRECT REUSE,0,16,39,60,35,34
23,390,CASH SUD,MUNICIPAL,D,RAINS,Y,TRINITY INDIRECT REUSE,REUSE,2418,C,NTMWD - EXPANDED WETLAND REUSE,INDIRECT REUSE,2,1,2,2,1,1
23,390,CASH SUD,MUNICIPAL,D,RAINS,Y,TRINITY INDIRECT REUSE,REUSE,4750,C,NTMWD - ADDITIONAL LAVON WATERSHED REUSE,INDIRECT REUSE,0,1,2,3,2,2
23,425,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,MARVIN NICHOLS LAKE/RESERVOIR,SURFACE WATER,2429,C,"MARVIN NICHOLS (328) STRATEGY FOR NTMWD, TRWD, AND UTRWD",NEW MAJOR RESERVOIR,0,0,0,0,19,18
23,425,CASH SUD,MUNICIPAL,D,HUNT,Y,MARVIN NICHOLS LAKE/RESERVOIR,SURFACE WATER,2429,C,"MARVIN NICHOLS (328) STRATEGY FOR NTMWD, TRWD, AND UTRWD",NEW MAJOR RESERVOIR,0,0,0,0,118,113
23,425,CASH SUD,MUNICIPAL,D,RAINS,Y,MARVIN NICHOLS LAKE/RESERVOIR,SURFACE WATER,2429,C,"MARVIN NICHOLS (328) STRATEGY FOR NTMWD, TRWD, AND UTRWD",NEW MAJOR RESERVOIR,0,0,0,0,6,6
23,457,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,O' THE PINES LAKE/RESERVOIR,SURFACE WATER,5871,C,NTMWD - LAKE O' THE PINES (CYPRESS BASIN SUPPLIES),OTHER SURFACE WATER,0,8,10,9,5,4
23,457,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,O' THE PINES LAKE/RESERVOIR,SURFACE WATER,5873,C,NTMWD - LAKE O' THE PINES (MANUFACTURING MORRIS),OTHER SURFACE WATER,0,7,8,8,4,4
23,457,CASH SUD,MUNICIPAL,D,HUNT,Y,O' THE PINES LAKE/RESERVOIR,SURFACE WATER,5871,C,NTMWD - LAKE O' THE PINES (CYPRESS BASIN SUPPLIES),OTHER SURFACE WATER,0,55,63,60,30,26
23,457,CASH SUD,MUNICIPAL,D,HUNT,Y,O' THE PINES LAKE/RESERVOIR,SURFACE WATER,5873,C,NTMWD - LAKE O' THE PINES (MANUFACTURING MORRIS),OTHER SURFACE WATER,0,42,49,49,26,25
23,457,CASH SUD,MUNICIPAL,D,RAINS,Y,O' THE PINES LAKE/RESERVOIR,SURFACE WATER,5871,C,NTMWD - LAKE O' THE PINES (CYPRESS BASIN SUPPLIES),OTHER SURFACE WATER,0,3,3,3,1,1
23,457,CASH SUD,MUNICIPAL,D,RAINS,Y,O' THE PINES LAKE/RESERVOIR,SURFACE WATER,5873,C,NTMWD - LAKE O' THE PINES (MANUFACTURING MORRIS),OTHER SURFACE WATER,0,2,2,2,1,1
23,748,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,TOLEDO BEND LAKE/RESERVOIR,SURFACE WATER,7192,C,"TOLEDO BEND RESERVOIR FOR TRWD, NTMWD AND UTRWD",OTHER SURFACE WATER,0,0,0,0,13,12
23,748,CASH SUD,MUNICIPAL,D,HUNT,Y,TOLEDO BEND LAKE/RESERVOIR,SURFACE WATER,7192,C,"TOLEDO BEND RESERVOIR FOR TRWD, NTMWD AND UTRWD",OTHER SURFACE WATER,0,0,0,0,79,76
23,748,CASH SUD,MUNICIPAL,D,RAINS,Y,TOLEDO BEND LAKE/RESERVOIR,SURFACE WATER,7192,C,"TOLEDO BEND RESERVOIR FOR TRWD, NTMWD AND UTRWD",OTHER SURFACE WATER,0,0,0,0,4,4
23,854,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,WRIGHT PATMAN LAKE/RESERVOIR,SURFACE WATER,4767,C,WRIGHT PATMAN REALLOCATION FOR NTMWD AND TRWD,OTHER SURFACE WATER,0,0,0,0,0,44
23,854,CASH SUD,MUNICIPAL,D,HUNT,Y,WRIGHT PATMAN LAKE/RESERVOIR,SURFACE WATER,4767,C,WRIGHT PATMAN REALLOCATION FOR NTMWD AND TRWD,OTHER SURFACE WATER,0,0,0,0,0,12
23,854,CASH SUD,MUNICIPAL,D,RAINS,Y,WRIGHT PATMAN LAKE/RESERVOIR,SURFACE WATER,4767,C,WRIGHT PATMAN REALLOCATION FOR NTMWD AND TRWD,OTHER SURFACE WATER,0,0,0,0,0,2
23,953,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,SABINE INDIRECT REUSE,REUSE,5874,C,NTMWD - SABINE CREEK WWTP REUSE,INDIRECT REUSE,0,1,2,1,2,2
23,953,CASH SUD,MUNICIPAL,D,HUNT,Y,SABINE INDIRECT REUSE,REUSE,5874,C,NTMWD - SABINE CREEK WWTP REUSE,INDIRECT REUSE,0,4,9,12,7,8
23,953,CASH SUD,MUNICIPAL,D,RAINS,Y,SABINE INDIRECT REUSE,REUSE,5874,C,NTMWD - SABINE CREEK WWTP REUSE,INDIRECT REUSE,0,0,0,1,0,0
23,1068,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,4864,C,NTMWD - ADDITIONAL MEASURES TO ACCESS FULL LAVON YIELD,OTHER SURFACE WATER,0,2,3,2,2,1
23,1068,CASH SUD,MUNICIPAL,C,ROCKWALL,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,6292,C,NTMWD - TEXOMA BLENDING,OTHER SURFACE WATER,2,8,15,15,15,14
23,1068,CASH SUD,MUNICIPAL,D,HUNT,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,4864,C,NTMWD - ADDITIONAL MEASURES TO ACCESS FULL LAVON YIELD,OTHER SURFACE WATER,0,17,18,17,8,7
23,1068,CASH SUD,MUNICIPAL,D,HUNT,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,6292,C,NTMWD - TEXOMA BLENDING,OTHER SURFACE WATER,12,47,94,96,88,83
23,1068,CASH SUD,MUNICIPAL,D,RAINS,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,4864,C,NTMWD - ADDITIONAL MEASURES TO ACCESS FULL LAVON YIELD,OTHER SURFACE WATER,0,1,1,1,0,0
23,1068,CASH SUD,MUNICIPAL,D,RAINS,Y,NORTH TEXAS MWD LAKE/RESERVOIR SYSTEM,SURFACE WATER,6292,C,NTMWD - TEXOMA BLENDING,OTHER SURFACE WATER,1,2,5,5,4,4
24,,CEDAR HILL,MUNICIPAL,C,DALLAS,N,DEMAND REDUCTION,DEMAND REDUCTION,797,C,CONSERVATION - CEDAR HILL,MUNICIPAL CONSERVATION,421,595,718,829,949,1080
24,,CEDAR HILL,MUNICIPAL,C,DALLAS,N,DEMAND REDUCTION,DEMAND REDUCTION,2277,C,"CONSERVATION, WATER LOSS CONTROL - CEDAR HILL",MUNICIPAL CONSERVATION,365,1192,1735,1875,2027,2190
24,131,CEDAR HILL,MUNICIPAL,C,DALLAS,N,CARRIZO-WILCOX AQUIFER | WOOD,GROUNDWATER,5092,C,DWU - SABINE CONJUNCTIVE USE PART 1 GROUNDWATER,GROUNDWATER WELLS AND OTHER,0,0,0,0,3,4
24,390,CEDAR HILL,MUNICIPAL,C,DALLAS,N,TRINITY INDIRECT REUSE,REUSE,2419,C,DWU - INDIRECT REUSE IMPLEMENTATION,INDIRECT REUSE,26,0,0,0,61,101
24,600,CEDAR HILL,MUNICIPAL,C,DALLAS,N,PALESTINE LAKE/RESERVOIR,SURFACE WATER,2712,C,DWU - LAKE PALESTINE,OTHER SURFACE WATER,0,0,0,0,104,166
24,639,CEDAR HILL,MUNICIPAL,C,DALLAS,N,QUEEN CITY AQUIFER | SMITH,GROUNDWATER,5092,C,DWU - SABINE CONJUNCTIVE USE PART 1 GROUNDWATER,GROUNDWATER WELLS AND OTHER,0,0,0,0,12,19
24,640,CEDAR HILL,MUNICIPAL,C,DALLAS,N,QUEEN CITY AQUIFER | UPSHUR,GROUNDWATER,5092,C,DWU - SABINE CONJUNCTIVE USE PART 1 GROUNDWATER,GROUNDWATER WELLS AND OTHER,0,0,0,0,11,18
24,644,CEDAR HILL,MUNICIPAL,C,DALLAS,N,QUEEN CITY AQUIFER | WOOD,GROUNDWATER,5092,C,DWU - SABINE CONJUNCTIVE USE PART 1 GROUNDWATER,GROUNDWATER WELLS AND OTHER,0,0,0,0,2,5
24,663,CEDAR HILL,MUNICIPAL,C,DALLAS,N,NECHES RUN-OF-RIVER,SURFACE WATER,2218,I,UPPER NECHES RIVER MWA - NECHES RUN OF RIVER WITH LAKE PALESTINE,OTHER SURFACE WATER,0,0,0,0,61,98
24,1177,CEDAR HILL,MUNICIPAL,C,DALLAS,N,SABINE RIVER OFF-CHANNEL RESERVOIR,SURFACE WATER,6236,C,DWU - SABINE CONJUNCTIVE USE PART 2 SABINE OCR,NEW MAJOR RESERVOIR,0,0,0,0,0,135
24,1232,CEDAR HILL,MUNICIPAL,C,DALLAS,N,DWU MAIN STEM BALANCING RESERVOIR,SURFACE WATER,2419,C,DWU - INDIRECT REUSE IMPLEMENTATION,NEW MAJOR RESERVOIR,0,0,0,0,129,209
25,,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,DEMAND REDUCTION,DEMAND REDUCTION,3908,G,MUNICIPAL WATER CONSERVATION - CEDAR PARK,MUNICIPAL CONSERVATION,1516,3415,4755,4755,4755,4755
25,,CEDAR PARK,MUNICIPAL,K,TRAVIS,Y,DEMAND REDUCTION,DEMAND REDUCTION,3908,G,MUNICIPAL WATER CONSERVATION - CEDAR PARK,MUNICIPAL CONSERVATION,174,444,647,647,647,647
25,74,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,CARRIZO-WILCOX AQUIFER | BASTROP,GROUNDWATER,2838,K,LCRA - PURCHASE WHOLESALE GROUNDWATER,GROUNDWATER WELLS AND OTHER,0,185,186,187,189,167
25,101,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,CARRIZO-WILCOX AQUIFER | LEE,GROUNDWATER,2838,K,LCRA - PURCHASE WHOLESALE GROUNDWATER,GROUNDWATER WELLS AND OTHER,0,124,123,122,111,83
25,169,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,DIRECT REUSE,REUSE,4687,G,REUSE- CEDAR PARK,OTHER DIRECT REUSE,1120,1120,1120,1120,1120,1120
25,368,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,HIGHLAND LAKES LAKE/RESERVOIR SYSTEM,SURFACE WATER,3020,G,BRUSHY CREEK RUA-EXISTING CONTRACTS,OTHER SURFACE WATER,1677,1677,1677,1677,1677,1677
25,368,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,HIGHLAND LAKES LAKE/RESERVOIR SYSTEM,SURFACE WATER,6635,K,LCRA - HIGHLAND LAKES EXISTING SUPPLIES ALLOCATION,OTHER SURFACE WATER,343,242,163,74,28,1
25,368,CEDAR PARK,MUNICIPAL,K,TRAVIS,Y,HIGHLAND LAKES LAKE/RESERVOIR SYSTEM,SURFACE WATER,6635,K,LCRA - HIGHLAND LAKES EXISTING SUPPLIES ALLOCATION,OTHER SURFACE WATER,42,32,22,10,4,0
25,956,CEDAR PARK,MUNICIPAL,G,WILLIAMSON,Y,LCRA NEW OFF-CHANNEL RESERVOIR,SURFACE WATER,3424,K,LCRA - NEW STORAGE DEVELOPMENT IN THE LOWER COLORADO BASIN,NEW MAJOR RESERVOIR,0,0,184,263,303,363
26,,CENTER,MUNICIPAL,I,SHELBY,N,DEMAND REDUCTION,DEMAND REDUCTION,4866,I,CENTER - MUNICIPAL CONSERVATION,MUNICIPAL CONSERVATION,30,48,51,53,55,56
26,,CENTER,MUNICIPAL,I,SHELBY,N,DEMAND REDUCTION,DEMAND REDUCTION,6669,I,"MUNICIPAL CONSERVATION, WATER LOSS MITIGATION - CENTER",MUNICIPAL CONSERVATION,50,146,190,185,181,176
26,953,CENTER,MUNICIPAL,I,SHELBY,N,SABINE INDIRECT REUSE,REUSE,5445,I,CENTER - REUSE PIPELINE TO INDUSTRIAL CUSTOMER,INDIRECT REUSE,0,1121,1121,1121,1121,1121
