EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,N2030,N2040,N2050,N2060,N2070,N2080
1794,"MANUFACTURING, YOUNG",MANUFACTURING,G,YOUNG,N,9,8,9,6,2,6
1795,"MANUFACTURING, ZAVALA",MANUFACTURING,L,ZAVALA,N,732,759,787,816,846,877
1796,MANVEL,MUNICIPAL,H,BRAZORIA,N,63,527,977,1169,1371,1543
1797,MANVILLE WSC,MUNICIPAL,G,WILLIAMSON,Y,0,0,0,0,0,0
1797,MANVILLE WSC,MUNICIPAL,K,TRAVIS,Y,0,0,0,0,0,0
1798,MARBLE FALLS,MUNICIPAL,K,BURNET,N,0,173,175,177,178,181
1799,MARFA,MUNICIPAL,E,PRESIDIO,N,0,0,0,0,0,0
1800,MARION,MUNICIPAL,L,GUADALUPE,N,0,0,0,0,0,0
1801,MARLIN,MUNICIPAL,G,FALLS,N,0,0,0,0,0,0
1802,MART,MUNICIPAL,G,MCLENNAN,N,268,240,217,180,141,98
1803,MARTIN SPRINGS WSC,MUNICIPAL,D,HOPKINS,N,0,0,0,0,0,0
1804,MARTINDALE WSC,MUNICIPAL,L,CALDWELL,Y,0,110,162,216,274,338
1804,MARTINDALE WSC,MUNICIPAL,L,GUADALUPE,Y,0,24,37,53,73,96
1806,MASON,MUNICIPAL,F,MASON,N,0,0,0,0,0,0
1807,MASON CREEK UD,MUNICIPAL,H,HARRIS,N,0,290,291,292,315,338
1808,MATADOR,MUNICIPAL,O,MOTLEY,N,0,0,0,0,0,0
1809,MATHIS,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
1810,MAUD,MUNICIPAL,D,BOWIE,N,164,162,161,158,156,153
1811,MAURICEVILLE SUD,MUNICIPAL,I,JASPER,Y,0,0,0,0,0,0
1811,MAURICEVILLE SUD,MUNICIPAL,I,NEWTON,Y,0,0,0,0,0,0
1811,MAURICEVILLE SUD,MUNICIPAL,I,ORANGE,Y,0,0,0,0,0,0
1812,MAXWELL SUD,MUNICIPAL,L,CALDWELL,Y,0,0,71,415,779,848
1812,MAXWELL SUD,MUNICIPAL,L,HAYS,Y,0,0,153,1058,2373,2990
1814,MCCAMEY,MUNICIPAL,F,UPTON,N,0,0,0,0,0,0
1815,MCCOY WSC,MUNICIPAL,L,ATASCOSA,Y,0,0,0,46,105,174
1815,MCCOY WSC,MUNICIPAL,L,WILSON,Y,0,0,0,2,6,11
1815,MCCOY WSC,MUNICIPAL,N,LIVE OAK,Y,0,0,0,0,0,0
1816,MCGREGOR,MUNICIPAL,G,MCLENNAN,N,253,411,558,698,856,1011
1817,MCKINNEY,MUNICIPAL,C,COLLIN,N,4246,12707,24604,37904,41993,44597
1818,MCLEAN MUNICIPAL WATER SUPPLY,MUNICIPAL,A,GRAY,N,0,0,0,0,0,0
1821,MEADOWLAKES,MUNICIPAL,K,BURNET,N,385,433,474,519,569,589
1823,MEEKER MWD,MUNICIPAL,I,JEFFERSON,N,0,0,0,0,0,0
1824,MELISSA,MUNICIPAL,C,COLLIN,N,1245,3994,7527,11075,13143,13720
1825,MEMPHIS,MUNICIPAL,A,HALL,N,0,0,0,0,0,0
1826,MENARD,MUNICIPAL,F,MENARD,N,44,25,8,5,0,0
1827,MERCEDES,MUNICIPAL,M,HIDALGO,N,0,0,0,0,0,0
1829,MERIDIAN,MUNICIPAL,G,BOSQUE,N,0,0,0,0,0,0
1830,MERKEL,MUNICIPAL,G,TAYLOR,N,0,0,0,0,0,0
1831,MERTZON,MUNICIPAL,F,IRION,N,0,0,0,0,0,0
1832,MESQUITE,MUNICIPAL,C,DALLAS,N,2091,5496,9225,12724,15862,18444
1833,MEXIA,MUNICIPAL,G,LIMESTONE,N,987,942,890,855,826,785
1834,MIAMI,MUNICIPAL,A,ROBERTS,N,0,0,6,19,33,44
1835,MIDLAND,MUNICIPAL,F,MIDLAND,N,0,0,0,0,2424,7274
1836,MILANO WSC,MUNICIPAL,G,BURLESON,Y,0,0,0,0,0,0
1836,MILANO WSC,MUNICIPAL,G,MILAM,Y,0,0,0,0,0,0
1837,MILES,MUNICIPAL,F,RUNNELS,N,0,0,0,0,6,14
1839,MILITARY HIGHWAY WSC,MUNICIPAL,M,CAMERON,Y,55,142,180,165,149,132
1839,MILITARY HIGHWAY WSC,MUNICIPAL,M,HIDALGO,Y,0,0,0,0,0,0
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,CONCHO,Y,0,0,15,36,56,73
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,MCCULLOCH,Y,0,0,3,11,15,21
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,RUNNELS,Y,0,0,11,27,41,53
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,TOM GREEN,Y,0,0,93,279,485,731
1842,MINEOLA,MUNICIPAL,D,WOOD,N,0,0,0,0,0,0
1843,MINERAL WELLS,MUNICIPAL,C,PARKER,Y,88,120,152,185,200,222
1843,MINERAL WELLS,MUNICIPAL,G,PALO PINTO,Y,832,1126,1431,1737,1888,2093
1844,"MINING, ANDERSON",MINING,I,ANDERSON,N,0,0,0,0,0,0
1845,"MINING, ANDREWS",MINING,F,ANDREWS,N,1990,2139,1754,899,0,0
1846,"MINING, ANGELINA",MINING,I,ANGELINA,N,373,412,448,480,508,533
1849,"MINING, ATASCOSA",MINING,L,ATASCOSA,N,3300,3613,3919,4208,4478,0
1850,"MINING, AUSTIN",MINING,H,AUSTIN,N,38,46,56,67,78,91
1852,"MINING, BASTROP",MINING,K,BASTROP,N,0,0,0,0,0,0
1853,"MINING, BAYLOR",MINING,B,BAYLOR,N,0,0,0,0,0,0
1854,"MINING, BEE",MINING,N,BEE,N,25,25,25,25,25,0
1855,"MINING, BELL",MINING,G,BELL,N,0,0,0,0,0,0
1856,"MINING, BEXAR",MINING,L,BEXAR,N,0,0,0,0,0,0
1857,"MINING, BLANCO",MINING,K,BLANCO,N,0,0,0,0,0,0
1858,"MINING, BORDEN",MINING,F,BORDEN,N,529,529,298,0,0,0
1859,"MINING, BOSQUE",MINING,G,BOSQUE,N,0,0,0,0,0,0
1861,"MINING, BRAZORIA",MINING,H,BRAZORIA,N,332,396,459,526,598,675
1862,"MINING, BRAZOS",MINING,G,BRAZOS,N,1030,1058,1085,1101,1125,1159
1864,"MINING, BROOKS",MINING,N,BROOKS,N,0,0,0,0,0,0
1865,"MINING, BROWN",MINING,F,BROWN,N,0,0,0,0,0,0
1866,"MINING, BURLESON",MINING,G,BURLESON,N,3551,3551,3551,3551,3551,3551
1867,"MINING, BURNET",MINING,K,BURNET,N,0,0,37,190,343,475
1868,"MINING, CALDWELL",MINING,L,CALDWELL,N,0,0,0,0,0,0
1870,"MINING, CALLAHAN",MINING,G,CALLAHAN,N,0,0,0,0,0,0
1873,"MINING, CARSON",MINING,A,CARSON,N,0,0,0,0,0,0
1874,"MINING, CASS",MINING,D,CASS,N,0,0,0,0,0,0
1875,"MINING, CHAMBERS",MINING,H,CHAMBERS,N,0,0,0,0,0,0
1876,"MINING, CHEROKEE",MINING,I,CHEROKEE,N,0,0,0,0,0,0
1878,"MINING, CLAY",MINING,B,CLAY,N,0,0,0,0,0,0
1879,"MINING, COCHRAN",MINING,O,COCHRAN,N,0,0,0,0,0,0
1880,"MINING, COKE",MINING,F,COKE,N,0,0,0,0,0,0
1883,"MINING, COLORADO",MINING,K,COLORADO,N,0,0,0,0,0,0
1884,"MINING, COMAL",MINING,L,COMAL,N,2967,5084,7218,9340,11386,13268
1885,"MINING, COMANCHE",MINING,G,COMANCHE,N,0,0,0,0,0,0
1886,"MINING, COOKE",MINING,C,COOKE,N,0,0,0,0,0,0
1887,"MINING, CORYELL",MINING,G,CORYELL,N,0,0,0,0,0,0
1888,"MINING, COTTLE",MINING,B,COTTLE,N,0,0,0,0,0,0
1889,"MINING, CRANE",MINING,F,CRANE,N,0,0,78,299,15,191
1890,"MINING, CROCKETT",MINING,F,CROCKETT,N,2275,2196,1610,545,0,0
1891,"MINING, CROSBY",MINING,O,CROSBY,N,0,0,0,0,0,0
1892,"MINING, CULBERSON",MINING,E,CULBERSON,N,6708,6711,6715,6717,6718,6718
1893,"MINING, DALLAS",MINING,C,DALLAS,N,0,0,0,0,0,0
1894,"MINING, DAWSON",MINING,O,DAWSON,N,0,0,0,0,0,0
1895,"MINING, DENTON",MINING,C,DENTON,N,0,0,0,0,0,0
1896,"MINING, DEWITT",MINING,L,DEWITT,N,0,0,0,0,0,0
1898,"MINING, DIMMIT",MINING,L,DIMMIT,N,5451,5451,5451,5451,5451,0
1900,"MINING, DUVAL",MINING,N,DUVAL,N,0,0,0,0,0,0
1901,"MINING, EASTLAND",MINING,G,EASTLAND,N,313,313,314,314,314,314
1902,"MINING, ECTOR",MINING,F,ECTOR,N,0,0,0,0,0,0
1903,"MINING, EDWARDS",MINING,J,EDWARDS,N,8,8,8,8,8,8
1905,"MINING, EL PASO",MINING,E,EL PASO,N,0,0,0,0,0,0
1906,"MINING, FALLS",MINING,G,FALLS,N,0,0,0,0,0,0
1907,"MINING, FANNIN",MINING,C,FANNIN,N,0,0,113,928,1810,2682
1908,"MINING, FAYETTE",MINING,K,FAYETTE,N,0,0,0,0,0,0
1909,"MINING, FISHER",MINING,G,FISHER,N,0,0,0,0,0,0
1911,"MINING, FORT BEND",MINING,H,FORT BEND,N,0,0,0,0,0,0
1913,"MINING, FREESTONE",MINING,C,FREESTONE,N,0,0,0,0,0,0
1914,"MINING, FRIO",MINING,L,FRIO,N,4034,4035,4035,4036,4036,0
1915,"MINING, GAINES",MINING,O,GAINES,N,0,0,0,0,0,0
1917,"MINING, GARZA",MINING,O,GARZA,N,0,0,0,0,0,0
1918,"MINING, GILLESPIE",MINING,K,GILLESPIE,N,0,0,0,0,0,0
1919,"MINING, GLASSCOCK",MINING,F,GLASSCOCK,N,0,0,0,0,0,0
1920,"MINING, GOLIAD",MINING,L,GOLIAD,N,0,0,0,0,0,0
1921,"MINING, GONZALES",MINING,L,GONZALES,N,3631,3664,3702,3740,3779,0
1923,"MINING, GRAYSON",MINING,C,GRAYSON,N,0,0,0,0,0,0
1924,"MINING, GREGG",MINING,D,GREGG,N,0,0,0,0,0,0
1925,"MINING, GRIMES",MINING,G,GRIMES,N,92,92,92,92,93,93
1926,"MINING, GUADALUPE",MINING,L,GUADALUPE,N,428,428,428,428,428,0
1927,"MINING, HALE",MINING,O,HALE,N,0,0,0,0,0,0
1929,"MINING, HANSFORD",MINING,A,HANSFORD,N,0,0,0,0,0,0
1930,"MINING, HARDEMAN",MINING,B,HARDEMAN,N,0,0,0,0,0,0
1931,"MINING, HARDIN",MINING,I,HARDIN,N,0,0,0,0,0,0
1932,"MINING, HARRIS",MINING,H,HARRIS,N,2709,2737,2763,2789,2815,2841
1933,"MINING, HARRISON",MINING,D,HARRISON,N,1852,1834,1816,1801,1782,1782
1934,"MINING, HASKELL",MINING,G,HASKELL,N,4,4,4,4,4,4
1935,"MINING, HAYS",MINING,K,HAYS,Y,152,176,198,231,267,306
1935,"MINING, HAYS",MINING,L,HAYS,Y,0,0,0,0,0,0
1936,"MINING, HENDERSON",MINING,C,HENDERSON,Y,0,0,0,0,0,0
1936,"MINING, HENDERSON",MINING,I,HENDERSON,Y,15,16,17,19,47,143
1937,"MINING, HIDALGO",MINING,M,HIDALGO,N,0,0,0,0,0,0
1938,"MINING, HILL",MINING,G,HILL,N,0,0,0,0,0,0
1939,"MINING, HOCKLEY",MINING,O,HOCKLEY,N,0,0,0,0,0,0
1940,"MINING, HOOD",MINING,G,HOOD,N,2955,3345,3685,3950,4156,4293
1941,"MINING, HOPKINS",MINING,D,HOPKINS,N,0,0,0,0,0,0
1942,"MINING, HOUSTON",MINING,I,HOUSTON,N,0,0,0,0,0,0
1943,"MINING, HOWARD",MINING,F,HOWARD,N,0,0,0,0,0,0
1944,"MINING, HUDSPETH",MINING,E,HUDSPETH,N,7,9,10,11,11,11
1946,"MINING, HUTCHINSON",MINING,A,HUTCHINSON,N,0,0,0,0,0,0
1947,"MINING, IRION",MINING,F,IRION,N,6015,6006,5272,3803,1857,130
1948,"MINING, JACK",MINING,C,JACK,N,0,0,0,0,0,0
1950,"MINING, JASPER",MINING,I,JASPER,N,0,0,0,0,0,0
1951,"MINING, JEFFERSON",MINING,I,JEFFERSON,N,0,0,0,0,0,0
1952,"MINING, JIM HOGG",MINING,M,JIM HOGG,N,0,0,0,0,0,0
1954,"MINING, JOHNSON",MINING,G,JOHNSON,N,0,0,0,0,0,0
1955,"MINING, JONES",MINING,G,JONES,N,0,0,0,0,0,0
1956,"MINING, KARNES",MINING,L,KARNES,N,1440,1440,1440,1440,1440,0
1957,"MINING, KAUFMAN",MINING,C,KAUFMAN,N,0,0,349,927,1605,2382
1959,"MINING, KENEDY",MINING,N,KENEDY,N,0,0,0,0,0,0
1960,"MINING, KENT",MINING,G,KENT,N,0,0,0,0,0,0
1961,"MINING, KERR",MINING,J,KERR,N,75,75,75,75,75,75
1962,"MINING, KIMBLE",MINING,F,KIMBLE,N,0,0,0,0,0,0
1963,"MINING, KLEBERG",MINING,N,KLEBERG,N,0,0,0,0,0,0
1967,"MINING, LAMPASAS",MINING,G,LAMPASAS,N,0,0,0,0,0,0
1968,"MINING, LAVACA",MINING,P,LAVACA,N,0,0,0,0,0,0
1969,"MINING, LEE",MINING,G,LEE,N,0,0,0,0,0,0
1970,"MINING, LEON",MINING,H,LEON,N,0,0,0,0,0,0
1971,"MINING, LIBERTY",MINING,H,LIBERTY,N,79,97,115,133,149,165
1972,"MINING, LIMESTONE",MINING,G,LIMESTONE,N,3029,3073,3120,3146,2157,2228
1973,"MINING, LIPSCOMB",MINING,A,LIPSCOMB,N,0,0,0,0,0,0
1974,"MINING, LIVE OAK",MINING,N,LIVE OAK,N,0,0,0,0,0,0
1975,"MINING, LLANO",MINING,K,LLANO,N,1939,0,0,0,0,0
1976,"MINING, LOVING",MINING,F,LOVING,N,6725,6724,6724,6724,6723,6723
1977,"MINING, LUBBOCK",MINING,O,LUBBOCK,N,0,0,0,0,0,0
1978,"MINING, LYNN",MINING,O,LYNN,N,0,0,0,0,0,0
1979,"MINING, MCCULLOCH",MINING,F,MCCULLOCH,N,0,0,0,0,0,0
1980,"MINING, MCLENNAN",MINING,G,MCLENNAN,N,0,0,0,0,0,0
1981,"MINING, MCMULLEN",MINING,N,MCMULLEN,N,0,0,0,0,0,0
1982,"MINING, MADISON",MINING,H,MADISON,N,710,710,710,710,710,710
1983,"MINING, MARION",MINING,D,MARION,N,0,0,0,0,0,0
1984,"MINING, MARTIN",MINING,F,MARTIN,N,144,1328,1793,1473,784,259
1985,"MINING, MASON",MINING,F,MASON,N,0,0,0,0,0,0
1986,"MINING, MATAGORDA",MINING,K,MATAGORDA,N,0,0,0,0,0,0
1987,"MINING, MAVERICK",MINING,M,MAVERICK,N,3604,3605,3606,3608,3675,0
1988,"MINING, MEDINA",MINING,L,MEDINA,N,3042,3436,3783,4098,4375,4604
1989,"MINING, MIDLAND",MINING,F,MIDLAND,N,0,0,0,0,0,0
1990,"MINING, MILAM",MINING,G,MILAM,N,768,772,767,765,766,767
1991,"MINING, MITCHELL",MINING,F,MITCHELL,N,51,52,47,38,26,16
1992,"MINING, MONTAGUE",MINING,B,MONTAGUE,N,0,0,0,0,0,0
1993,"MINING, MONTGOMERY",MINING,H,MONTGOMERY,N,1,7,12,18,22,28
1994,"MINING, MOORE",MINING,A,MOORE,N,0,0,0,0,0,0
1997,"MINING, NACOGDOCHES",MINING,I,NACOGDOCHES,N,0,0,0,0,0,0
1998,"MINING, NAVARRO",MINING,C,NAVARRO,N,0,0,0,0,179,749
1999,"MINING, NEWTON",MINING,I,NEWTON,N,0,0,0,0,0,0
2000,"MINING, NOLAN",MINING,G,NOLAN,N,4,4,4,4,5,5
2001,"MINING, NUECES",MINING,N,NUECES,N,88,98,93,84,95,101
2002,"MINING, OCHILTREE",MINING,A,OCHILTREE,N,0,0,0,0,0,0
2003,"MINING, OLDHAM",MINING,A,OLDHAM,N,0,0,0,0,0,0
2004,"MINING, ORANGE",MINING,I,ORANGE,N,0,0,0,0,0,0
2005,"MINING, PALO PINTO",MINING,G,PALO PINTO,N,25,26,27,28,28,29
2006,"MINING, PANOLA",MINING,I,PANOLA,N,0,0,0,0,0,0
2007,"MINING, PARKER",MINING,C,PARKER,N,0,0,0,0,300,691
2008,"MINING, PECOS",MINING,F,PECOS,N,0,0,0,0,0,0
2009,"MINING, POLK",MINING,H,POLK,Y,26,27,28,29,30,30
2009,"MINING, POLK",MINING,I,POLK,Y,0,0,0,0,0,0
2010,"MINING, POTTER",MINING,A,POTTER,N,0,0,0,0,0,0
2013,"MINING, REAGAN",MINING,F,REAGAN,N,0,0,0,0,0,0
2015,"MINING, REEVES",MINING,F,REEVES,N,0,0,0,0,0,0
2017,"MINING, ROBERTS",MINING,A,ROBERTS,N,0,0,0,0,0,0
2018,"MINING, ROBERTSON",MINING,G,ROBERTSON,N,0,0,0,0,0,0
2021,"MINING, RUSK",MINING,I,RUSK,N,0,0,0,0,0,0
2022,"MINING, SAN JACINTO",MINING,H,SAN JACINTO,N,25,25,25,25,25,25
2023,"MINING, SAN PATRICIO",MINING,N,SAN PATRICIO,N,0,0,0,0,0,0
2025,"MINING, SCHLEICHER",MINING,F,SCHLEICHER,N,0,0,0,0,0,0
2026,"MINING, SCURRY",MINING,F,SCURRY,N,0,0,0,0,0,0
2028,"MINING, SHERMAN",MINING,A,SHERMAN,N,0,0,0,0,0,0
2029,"MINING, SMITH",MINING,I,SMITH,N,314,333,353,374,397,421
2030,"MINING, SOMERVELL",MINING,G,SOMERVELL,N,866,962,1037,1101,1155,1198
2031,"MINING, STARR",MINING,M,STARR,N,0,0,0,0,0,0
2032,"MINING, STEPHENS",MINING,G,STEPHENS,N,0,0,0,0,0,0
2033,"MINING, STERLING",MINING,F,STERLING,N,1537,1682,1658,1481,1189,847
2034,"MINING, STONEWALL",MINING,G,STONEWALL,N,0,0,0,0,0,0
2035,"MINING, SUTTON",MINING,F,SUTTON,N,0,0,0,0,0,0
2036,"MINING, TARRANT",MINING,C,TARRANT,N,0,0,0,0,0,0
2037,"MINING, TAYLOR",MINING,G,TAYLOR,N,380,398,413,424,432,437
2038,"MINING, TERRELL",MINING,E,TERRELL,N,0,0,0,0,0,0
2039,"MINING, TERRY",MINING,O,TERRY,N,0,0,0,0,0,0
2040,"MINING, THROCKMORTON",MINING,G,THROCKMORTON,N,8,8,8,8,8,8
2042,"MINING, TOM GREEN",MINING,F,TOM GREEN,N,0,0,0,0,0,0
2043,"MINING, TRAVIS",MINING,K,TRAVIS,N,0,0,0,0,0,0
2044,"MINING, TRINITY",MINING,H,TRINITY,Y,0,0,0,0,0,0
2044,"MINING, TRINITY",MINING,I,TRINITY,Y,0,0,0,0,0,0
2045,"MINING, UPSHUR",MINING,D,UPSHUR,N,0,0,0,0,0,0
2046,"MINING, UPTON",MINING,F,UPTON,N,0,0,0,0,0,0
2047,"MINING, UVALDE",MINING,L,UVALDE,N,1609,1828,2055,2271,2479,2676
2048,"MINING, VAL VERDE",MINING,J,VAL VERDE,N,0,6,15,23,30,38
2049,"MINING, VAN ZANDT",MINING,D,VAN ZANDT,N,0,0,0,0,0,0
2050,"MINING, VICTORIA",MINING,L,VICTORIA,N,338,357,374,387,399,408
2051,"MINING, WALKER",MINING,H,WALKER,N,0,0,0,0,0,0
2052,"MINING, WALLER",MINING,H,WALLER,N,0,0,0,0,0,0
2053,"MINING, WARD",MINING,F,WARD,N,1394,1461,1528,1586,1645,1706
2054,"MINING, WASHINGTON",MINING,G,WASHINGTON,N,650,650,650,650,650,650
2055,"MINING, WEBB",MINING,M,WEBB,N,0,0,0,0,0,0
2056,"MINING, WHARTON",MINING,K,WHARTON,N,0,0,0,0,0,0
2057,"MINING, WHEELER",MINING,A,WHEELER,N,0,0,0,0,0,0
2058,"MINING, WICHITA",MINING,B,WICHITA,N,0,0,0,0,0,0
2059,"MINING, WILBARGER",MINING,B,WILBARGER,N,0,0,0,0,0,0
2060,"MINING, WILLACY",MINING,M,WILLACY,N,0,0,0,0,0,0
2061,"MINING, WILLIAMSON",MINING,G,WILLIAMSON,Y,0,0,0,0,0,0
2061,"MINING, WILLIAMSON",MINING,K,WILLIAMSON,Y,795,1074,1393,1781,2165,2521
2062,"MINING, WILSON",MINING,L,WILSON,N,0,0,0,0,0,0
2063,"MINING, WINKLER",MINING,F,WINKLER,N,0,0,0,0,0,0
2064,"MINING, WISE",MINING,C,WISE,N,123,211,428,732,1211,1969
2065,"MINING, WOOD",MINING,D,WOOD,N,38,36,34,31,29,25
2066,"MINING, YOAKUM",MINING,O,YOAKUM,N,0,0,0,0,0,0
2067,"MINING, YOUNG",MINING,G,YOUNG,N,0,0,0,0,0,0
2068,"MINING, ZAPATA",MINING,M,ZAPATA,N,0,0,0,0,0,0
2069,"MINING, ZAVALA",MINING,L,ZAVALA,N,3664,3664,3664,3664,3664,0
2070,MISSION,MUNICIPAL,M,HIDALGO,N,0,630,1317,1792,2275,2764
2072,MOFFAT WSC,MUNICIPAL,G,BELL,N,0,0,0,0,0,0
2073,MONAHANS,MUNICIPAL,F,WARD,N,0,0,0,0,0,0
2074,MONT BELVIEU,MUNICIPAL,H,CHAMBERS,N,993,2043,2272,3478,4798,6330
2075,MONTGOMERY COUNTY MUD 18,MUNICIPAL,H,MONTGOMERY,N,24,163,281,372,444,519
2076,MONTGOMERY COUNTY MUD 19,MUNICIPAL,H,MONTGOMERY,N,24,140,223,275,305,334
2077,MONTGOMERY COUNTY MUD 8,MUNICIPAL,H,MONTGOMERY,N,19,116,196,257,303,352
2078,MONTGOMERY COUNTY MUD 9,MUNICIPAL,H,MONTGOMERY,N,370,656,892,1068,1205,1339
2079,MONTGOMERY COUNTY UD 2,MUNICIPAL,H,MONTGOMERY,N,19,145,203,245,276,305
2080,MONTGOMERY COUNTY UD 3,MUNICIPAL,H,MONTGOMERY,N,19,48,84,121,158,196
2081,MONTGOMERY COUNTY UD 4,MUNICIPAL,H,MONTGOMERY,N,0,0,127,223,291,358
2082,MONTGOMERY COUNTY WCID 1,MUNICIPAL,H,MONTGOMERY,N,16,98,159,195,222,246
2083,MOODY,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
2085,MORTON PWS,MUNICIPAL,O,COCHRAN,N,0,0,0,0,0,0
2086,MOULTON,MUNICIPAL,P,LAVACA,N,0,0,0,0,0,0
2088,MOUNT VERNON,MUNICIPAL,D,FRANKLIN,N,0,0,0,0,0,0
2090,MOUNTAIN PEAK SUD,MUNICIPAL,C,ELLIS,Y,4221,6398,8777,11200,13861,16786
2090,MOUNTAIN PEAK SUD,MUNICIPAL,G,JOHNSON,Y,370,729,1161,1715,2385,3229
2092,MUENSTER,MUNICIPAL,C,COOKE,N,0,0,0,0,0,0
2093,MULESHOE,MUNICIPAL,O,BAILEY,N,0,0,0,0,0,0
2094,MUNDAY,MUNICIPAL,G,KNOX,N,219,224,231,235,242,253
2095,MURCHISON,MUNICIPAL,I,HENDERSON,N,0,0,0,0,0,0
2096,MURPHY,MUNICIPAL,C,COLLIN,N,420,1082,1809,2456,3010,3423
2099,NAPLES,MUNICIPAL,D,MORRIS,N,0,0,0,0,0,0
2100,NASH,MUNICIPAL,D,BOWIE,N,314,309,306,302,297,292
2101,NASSAU BAY,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
2102,NATALIA,MUNICIPAL,L,MEDINA,N,4,0,7,12,13,8
2103,NAVARRO MILLS WSC,MUNICIPAL,C,NAVARRO,Y,0,0,9,26,47,68
2103,NAVARRO MILLS WSC,MUNICIPAL,G,HILL,Y,0,0,0,1,1,1
2104,NAVASOTA,MUNICIPAL,G,GRIMES,N,0,0,0,0,0,0
2105,NEDERLAND,MUNICIPAL,I,JEFFERSON,N,0,0,0,0,0,0
2106,NEEDVILLE,MUNICIPAL,H,FORT BEND,N,0,0,0,0,0,0
2107,NEVADA SUD,MUNICIPAL,C,COLLIN,Y,45,149,336,867,1714,2449
2107,NEVADA SUD,MUNICIPAL,C,ROCKWALL,Y,3,6,14,36,72,101
2108,NEW BOSTON,MUNICIPAL,D,BOWIE,N,1234,1222,1210,1190,1170,1150
2109,NEW BRAUNFELS,MUNICIPAL,L,COMAL,Y,0,6957,18324,32604,49133,68172
2109,NEW BRAUNFELS,MUNICIPAL,L,GUADALUPE,Y,0,2483,6296,10465,15053,20190
2110,NEW CANEY MUD,MUNICIPAL,H,MONTGOMERY,N,63,438,784,1062,1274,1439
2112,NEW DEAL,MUNICIPAL,O,LUBBOCK,N,0,0,0,0,0,0
2115,NEW LONDON,MUNICIPAL,I,RUSK,N,0,0,0,0,0,0
2116,NEW SUMMERFIELD,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
2117,NEW WAVERLY,MUNICIPAL,H,WALKER,N,0,0,0,0,0,0
2118,NEWARK,MUNICIPAL,C,WISE,N,6,41,115,226,397,541
2120,NEWTON,MUNICIPAL,I,NEWTON,N,0,0,0,0,0,0
2123,NIXON,MUNICIPAL,L,GONZALES,N,0,0,0,0,0,0
2124,NOCONA,MUNICIPAL,B,MONTAGUE,N,0,0,0,94,196,298
2128,NORMANGEE,MUNICIPAL,H,LEON,Y,0,0,0,0,0,0
2128,NORMANGEE,MUNICIPAL,H,MADISON,Y,0,0,0,0,0,0
2129,NORTH AUSTIN MUD 1,MUNICIPAL,K,TRAVIS,Y,0,95,95,95,95,95
2129,NORTH AUSTIN MUD 1,MUNICIPAL,K,WILLIAMSON,Y,0,884,884,884,884,884
2130,NORTH BELT UD,MUNICIPAL,H,HARRIS,N,0,156,254,297,302,313
2131,NORTH BOSQUE WSC,MUNICIPAL,G,MCLENNAN,N,0,0,42,139,247,370
2132,NORTH CHEROKEE WSC,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
2133,NORTH COLLIN SUD,MUNICIPAL,C,COLLIN,N,94,268,495,728,939,1163
2134,NORTH GREEN MUD,MUNICIPAL,H,HARRIS,N,0,69,83,89,98,102
2135,NORTH HARDIN WSC,MUNICIPAL,I,HARDIN,N,0,0,0,0,0,0
2136,NORTH HOPKINS WSC,MUNICIPAL,D,HOPKINS,N,231,271,297,325,354,383
2140,NORTHLAKE,MUNICIPAL,C,DENTON,N,242,1524,2843,3814,4874,5743
2144,ODONNELL,MUNICIPAL,O,DAWSON,Y,0,0,0,0,0,0
2144,ODONNELL,MUNICIPAL,O,LYNN,Y,0,0,0,0,0,0
2146,OAK HILLS WSC,MUNICIPAL,L,BEXAR,Y,0,0,0,0,0,0
2146,OAK HILLS WSC,MUNICIPAL,L,WILSON,Y,531,678,854,1058,1294,1568
2149,OAK RIDGE NORTH,MUNICIPAL,H,MONTGOMERY,N,13,91,154,220,241,263
2151,ODEM,MUNICIPAL,N,SAN PATRICIO,N,0,0,0,0,0,0
2153,OLMITO WSC,MUNICIPAL,M,CAMERON,N,0,0,0,0,0,0
2155,OLNEY,MUNICIPAL,B,YOUNG,N,0,0,0,0,0,0
2156,OLTON,MUNICIPAL,O,LAMB,N,0,0,0,0,0,0
2157,OMAHA,MUNICIPAL,D,MORRIS,N,0,0,0,0,0,0
2158,ONALASKA WSC,MUNICIPAL,H,POLK,N,0,0,0,0,0,0
2160,ORANGE,MUNICIPAL,I,ORANGE,N,0,0,0,0,0,0
2161,ORANGE GROVE,MUNICIPAL,N,JIM WELLS,N,0,0,0,0,0,0
2163,ORE CITY,MUNICIPAL,D,MARION,Y,0,0,0,0,0,0
2163,ORE CITY,MUNICIPAL,D,UPSHUR,Y,0,0,0,0,0,0
2164,OVERTON,MUNICIPAL,D,SMITH,Y,0,0,0,0,0,0
