EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2030,D2040,D2050,D2060,D2070,D2080
1786,"MANUFACTURING, WHARTON",MANUFACTURING,P,WHARTON,Y,33,34,35,36,37,38
1787,"MANUFACTURING, WICHITA",MANUFACTURING,B,WICHITA,N,880,913,947,982,1018,1056
1788,"MANUFACTURING, WILBARGER",MANUFACTURING,B,WILBARGER,N,1110,1151,1194,1238,1284,1332
1790,"MANUFACTURING, WILLIAMSON",MANUFACTURING,G,WILLIAMSON,Y,1944,2017,2093,2172,2254,2339
1790,"MANUFACTURING, WILLIAMSON",MANUFACTURING,K,WILLIAMSON,Y,14,15,16,17,18,19
1791,"MANUFACTURING, WILSON",MANUFACTURING,L,WILSON,N,62,64,66,68,71,74
1792,"MANUFACTURING, WISE",MANUFACTURING,C,WISE,N,254,263,273,283,293,304
1793,"MANUFACTURING, WOOD",MANUFACTURING,D,WOOD,N,2912,3020,3132,3248,3368,3493
1794,"MANUFACTURING, YOUNG",MANUFACTURING,G,YOUNG,N,98,102,106,110,114,118
1795,"MANUFACTURING, ZAVALA",MANUFACTURING,L,ZAVALA,N,732,759,787,816,846,877
1796,MANVEL,MUNICIPAL,H,BRAZORIA,N,849,1321,1761,1945,2144,2314
1797,MANVILLE WSC,MUNICIPAL,G,WILLIAMSON,Y,1248,1255,1266,1282,1297,1313
1797,MANVILLE WSC,MUNICIPAL,K,TRAVIS,Y,3932,4875,5708,6531,7466,8527
1798,MARBLE FALLS,MUNICIPAL,K,BURNET,N,3497,4480,4482,4484,4485,4488
1799,MARFA,MUNICIPAL,E,PRESIDIO,N,816,709,638,575,513,449
1800,MARION,MUNICIPAL,L,GUADALUPE,N,179,187,197,208,221,235
1801,MARLIN,MUNICIPAL,G,FALLS,N,1343,1266,1204,1151,1126,1141
1802,MART,MUNICIPAL,G,MCLENNAN,N,460,432,409,372,333,290
1803,MARTIN SPRINGS WSC,MUNICIPAL,D,HOPKINS,N,480,493,505,515,526,536
1804,MARTINDALE WSC,MUNICIPAL,L,CALDWELL,Y,400,523,566,613,665,723
1804,MARTINDALE WSC,MUNICIPAL,L,GUADALUPE,Y,57,88,110,133,159,188
1806,MASON,MUNICIPAL,F,MASON,N,709,748,786,790,794,798
1807,MASON CREEK UD,MUNICIPAL,H,HARRIS,N,1400,1413,1414,1415,1444,1472
1808,MATADOR,MUNICIPAL,O,MOTLEY,N,162,150,141,140,139,138
1809,MATHIS,MUNICIPAL,N,SAN PATRICIO,N,469,419,400,417,434,451
1810,MAUD,MUNICIPAL,D,BOWIE,N,164,162,161,158,156,153
1811,MAURICEVILLE SUD,MUNICIPAL,I,JASPER,Y,10,10,10,10,9,9
1811,MAURICEVILLE SUD,MUNICIPAL,I,NEWTON,Y,31,31,30,27,23,20
1811,MAURICEVILLE SUD,MUNICIPAL,I,ORANGE,Y,725,767,791,798,795,789
1812,MAXWELL SUD,MUNICIPAL,L,CALDWELL,Y,946,1081,1236,1397,1636,1614
1812,MAXWELL SUD,MUNICIPAL,L,HAYS,Y,1072,1621,2395,3483,4923,5631
1814,MCCAMEY,MUNICIPAL,F,UPTON,N,685,709,731,764,803,850
1815,MCCOY WSC,MUNICIPAL,L,ATASCOSA,Y,923,957,1003,1056,1115,1183
1815,MCCOY WSC,MUNICIPAL,L,WILSON,Y,48,53,59,64,69,75
1815,MCCOY WSC,MUNICIPAL,N,LIVE OAK,Y,6,5,4,3,2,2
1816,MCGREGOR,MUNICIPAL,G,MCLENNAN,N,2602,2741,2867,2985,3121,3276
1817,MCKINNEY,MUNICIPAL,C,COLLIN,N,48864,57687,73839,92883,92883,92883
1818,MCLEAN MUNICIPAL WATER SUPPLY,MUNICIPAL,A,GRAY,N,170,168,162,156,149,143
1821,MEADOWLAKES,MUNICIPAL,K,BURNET,N,635,683,724,769,819,839
1823,MEEKER MWD,MUNICIPAL,I,JEFFERSON,N,385,387,385,381,376,372
1824,MELISSA,MUNICIPAL,C,COLLIN,N,9505,14123,18969,23555,25761,25761
1825,MEMPHIS,MUNICIPAL,A,HALL,N,296,280,261,244,227,210
1826,MENARD,MUNICIPAL,F,MENARD,N,257,238,221,218,213,209
1827,MERCEDES,MUNICIPAL,M,HIDALGO,N,1593,1605,1627,1688,1751,1815
1829,MERIDIAN,MUNICIPAL,G,BOSQUE,N,276,269,258,249,239,228
1830,MERKEL,MUNICIPAL,G,TAYLOR,N,329,318,310,293,276,259
1831,MERTZON,MUNICIPAL,F,IRION,N,78,75,75,74,73,72
1832,MESQUITE,MUNICIPAL,C,DALLAS,N,24067,24950,27685,31178,35084,38413
1833,MEXIA,MUNICIPAL,G,LIMESTONE,N,1026,997,960,926,890,852
1834,MIAMI,MUNICIPAL,A,ROBERTS,N,180,172,168,165,164,162
1835,MIDLAND,MUNICIPAL,F,MIDLAND,N,23104,25190,27583,30595,34050,38024
1836,MILANO WSC,MUNICIPAL,G,BURLESON,Y,240,242,245,249,252,255
1836,MILANO WSC,MUNICIPAL,G,MILAM,Y,271,266,256,247,238,228
1837,MILES,MUNICIPAL,F,RUNNELS,N,94,96,100,104,108,114
1839,MILITARY HIGHWAY WSC,MUNICIPAL,M,CAMERON,Y,4180,4267,4305,4290,4274,4257
1839,MILITARY HIGHWAY WSC,MUNICIPAL,M,HIDALGO,Y,2350,2293,2280,2394,2510,2630
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,CONCHO,Y,147,149,151,153,156,160
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,MCCULLOCH,Y,40,40,41,42,44,47
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,RUNNELS,Y,113,113,113,114,115,117
1840,MILLERSVIEW-DOOLE WSC,MUNICIPAL,F,TOM GREEN,Y,713,836,983,1156,1360,1600
1842,MINEOLA,MUNICIPAL,D,WOOD,N,937,979,1007,1058,1109,1161
1843,MINERAL WELLS,MUNICIPAL,C,PARKER,Y,353,372,391,410,410,410
1843,MINERAL WELLS,MUNICIPAL,G,PALO PINTO,Y,3321,3493,3675,3860,3860,3860
1844,"MINING, ANDERSON",MINING,I,ANDERSON,N,34,34,34,34,34,34
1845,"MINING, ANDREWS",MINING,F,ANDREWS,N,4200,4200,3850,3150,2223,1400
1846,"MINING, ANGELINA",MINING,I,ANGELINA,N,780,819,855,887,915,940
1849,"MINING, ATASCOSA",MINING,L,ATASCOSA,N,8039,8352,8658,8947,9217,4281
1850,"MINING, AUSTIN",MINING,H,AUSTIN,N,73,81,91,102,113,126
1852,"MINING, BASTROP",MINING,K,BASTROP,N,388,467,567,694,852,1050
1853,"MINING, BAYLOR",MINING,B,BAYLOR,N,10,10,10,10,10,10
1854,"MINING, BEE",MINING,N,BEE,N,239,239,239,239,239,0
1855,"MINING, BELL",MINING,G,BELL,N,393,444,493,544,594,642
1856,"MINING, BEXAR",MINING,L,BEXAR,N,7634,8366,9072,9724,10322,10851
1857,"MINING, BLANCO",MINING,K,BLANCO,N,9,9,10,10,10,10
1858,"MINING, BORDEN",MINING,F,BORDEN,N,3374,3374,3093,2531,1785,1125
1859,"MINING, BOSQUE",MINING,G,BOSQUE,N,884,921,944,959,968,971
1861,"MINING, BRAZORIA",MINING,H,BRAZORIA,N,508,565,625,691,762,839
1862,"MINING, BRAZOS",MINING,G,BRAZOS,N,2670,2698,2725,2741,2765,2799
1864,"MINING, BROOKS",MINING,N,BROOKS,N,16,16,16,16,16,16
1865,"MINING, BROWN",MINING,F,BROWN,N,560,560,560,560,560,560
1866,"MINING, BURLESON",MINING,G,BURLESON,N,5569,5569,5569,5569,5569,5569
1867,"MINING, BURNET",MINING,K,BURNET,N,1029,1245,1427,1602,1755,1887
1868,"MINING, CALDWELL",MINING,L,CALDWELL,N,352,352,352,352,352,2
1870,"MINING, CALLAHAN",MINING,G,CALLAHAN,N,2,2,2,2,2,2
1873,"MINING, CARSON",MINING,A,CARSON,N,3,3,3,3,3,3
1874,"MINING, CASS",MINING,D,CASS,N,35,35,35,35,35,35
1875,"MINING, CHAMBERS",MINING,H,CHAMBERS,N,1,1,1,1,1,1
1876,"MINING, CHEROKEE",MINING,I,CHEROKEE,N,187,187,187,187,187,187
1878,"MINING, CLAY",MINING,B,CLAY,N,4,4,4,4,4,4
1879,"MINING, COCHRAN",MINING,O,COCHRAN,N,166,166,166,166,166,166
1880,"MINING, COKE",MINING,F,COKE,N,106,106,106,106,106,106
1883,"MINING, COLORADO",MINING,K,COLORADO,N,2773,2857,2977,3078,3176,3263
1884,"MINING, COMAL",MINING,L,COMAL,N,12013,14130,16264,18386,20432,22314
1885,"MINING, COMANCHE",MINING,G,COMANCHE,N,94,96,99,102,104,107
1886,"MINING, COOKE",MINING,C,COOKE,N,12,12,12,13,13,13
1887,"MINING, CORYELL",MINING,G,CORYELL,N,3,4,4,4,5,5
1888,"MINING, COTTLE",MINING,B,COTTLE,N,6,6,6,6,6,6
1889,"MINING, CRANE",MINING,F,CRANE,N,3071,3279,3475,3640,3194,3306
1890,"MINING, CROCKETT",MINING,F,CROCKETT,N,6046,6046,5542,4535,3199,2015
1891,"MINING, CROSBY",MINING,O,CROSBY,N,483,509,535,563,589,613
1892,"MINING, CULBERSON",MINING,E,CULBERSON,N,10016,10019,10023,10025,10026,10026
1893,"MINING, DALLAS",MINING,C,DALLAS,N,32,32,32,32,32,32
1894,"MINING, DAWSON",MINING,O,DAWSON,N,5927,6013,6051,6146,2616,2657
1895,"MINING, DENTON",MINING,C,DENTON,N,259,75,87,99,111,120
1896,"MINING, DEWITT",MINING,L,DEWITT,N,1695,1695,1695,1695,1695,8
1898,"MINING, DIMMIT",MINING,L,DIMMIT,N,6146,6146,6146,6146,6146,3
1900,"MINING, DUVAL",MINING,N,DUVAL,N,6,6,6,6,7,7
1901,"MINING, EASTLAND",MINING,G,EASTLAND,N,321,322,322,322,322,322
1902,"MINING, ECTOR",MINING,F,ECTOR,N,2061,2061,1889,1546,1091,687
1903,"MINING, EDWARDS",MINING,J,EDWARDS,N,12,12,12,12,12,12
1905,"MINING, EL PASO",MINING,E,EL PASO,N,1591,1755,1917,2071,2217,2351
1906,"MINING, FALLS",MINING,G,FALLS,N,30,30,29,30,31,32
1907,"MINING, FANNIN",MINING,C,FANNIN,N,1747,2070,2561,3376,4258,5130
1908,"MINING, FAYETTE",MINING,K,FAYETTE,N,934,934,934,934,934,2
1909,"MINING, FISHER",MINING,G,FISHER,N,106,106,106,106,106,106
1911,"MINING, FORT BEND",MINING,H,FORT BEND,N,13,15,17,19,20,22
1913,"MINING, FREESTONE",MINING,C,FREESTONE,N,200,200,200,200,200,200
1914,"MINING, FRIO",MINING,L,FRIO,N,6002,6003,6003,6004,6004,10
1915,"MINING, GAINES",MINING,O,GAINES,N,1870,1870,1870,1870,22,22
1917,"MINING, GARZA",MINING,O,GARZA,N,19,19,19,19,19,19
1918,"MINING, GILLESPIE",MINING,K,GILLESPIE,N,19,20,21,23,24,25
1919,"MINING, GLASSCOCK",MINING,F,GLASSCOCK,N,13854,13854,12700,10391,7331,4618
1920,"MINING, GOLIAD",MINING,L,GOLIAD,N,8,8,8,8,8,8
1921,"MINING, GONZALES",MINING,L,GONZALES,N,6592,6625,6663,6701,6740,606
1923,"MINING, GRAYSON",MINING,C,GRAYSON,N,295,295,295,295,295,295
1924,"MINING, GREGG",MINING,D,GREGG,N,82,82,82,82,82,82
1925,"MINING, GRIMES",MINING,G,GRIMES,N,228,228,228,228,228,228
1926,"MINING, GUADALUPE",MINING,L,GUADALUPE,N,770,770,770,770,770,0
1927,"MINING, HALE",MINING,O,HALE,N,1,1,1,1,1,1
1929,"MINING, HANSFORD",MINING,A,HANSFORD,N,93,93,93,93,93,93
1930,"MINING, HARDEMAN",MINING,B,HARDEMAN,N,5,5,5,5,5,5
1931,"MINING, HARDIN",MINING,I,HARDIN,N,13,13,13,13,13,13
1932,"MINING, HARRIS",MINING,H,HARRIS,N,3010,3041,3070,3099,3128,3157
1933,"MINING, HARRISON",MINING,D,HARRISON,N,2691,2691,2691,2691,2691,2691
1934,"MINING, HASKELL",MINING,G,HASKELL,N,4,4,4,4,4,4
1935,"MINING, HAYS",MINING,K,HAYS,Y,959,983,1005,1038,1074,1113
1935,"MINING, HAYS",MINING,L,HAYS,Y,30,37,43,51,61,71
1936,"MINING, HENDERSON",MINING,C,HENDERSON,Y,15,16,17,19,22,26
1936,"MINING, HENDERSON",MINING,I,HENDERSON,Y,173,182,193,222,255,296
1937,"MINING, HIDALGO",MINING,M,HIDALGO,N,234,260,286,312,337,361
1938,"MINING, HILL",MINING,G,HILL,N,99,103,107,110,112,114
1939,"MINING, HOCKLEY",MINING,O,HOCKLEY,N,69,69,69,69,69,69
1940,"MINING, HOOD",MINING,G,HOOD,N,4356,4746,5086,5351,5557,5694
1941,"MINING, HOPKINS",MINING,D,HOPKINS,N,2,2,2,2,2,2
1942,"MINING, HOUSTON",MINING,I,HOUSTON,N,302,302,302,302,302,302
1943,"MINING, HOWARD",MINING,F,HOWARD,N,12340,12340,11312,9255,6530,4113
1944,"MINING, HUDSPETH",MINING,E,HUDSPETH,N,68,70,71,72,72,72
1946,"MINING, HUTCHINSON",MINING,A,HUTCHINSON,N,67,67,67,67,67,67
1947,"MINING, IRION",MINING,F,IRION,N,10662,10662,9774,7997,5642,3554
1948,"MINING, JACK",MINING,C,JACK,N,35,35,35,35,35,35
1950,"MINING, JASPER",MINING,I,JASPER,N,28,28,28,28,28,28
1951,"MINING, JEFFERSON",MINING,I,JEFFERSON,N,294,312,332,354,379,406
1952,"MINING, JIM HOGG",MINING,M,JIM HOGG,N,9,9,9,9,9,9
1954,"MINING, JOHNSON",MINING,G,JOHNSON,N,193,185,206,229,254,279
1955,"MINING, JONES",MINING,G,JONES,N,9,9,9,9,9,9
1956,"MINING, KARNES",MINING,L,KARNES,N,1919,1919,1919,1919,1919,3
1957,"MINING, KAUFMAN",MINING,C,KAUFMAN,N,1453,1736,2101,2679,3357,4134
1959,"MINING, KENEDY",MINING,N,KENEDY,N,3,3,3,3,3,3
1960,"MINING, KENT",MINING,G,KENT,N,15,15,15,15,15,15
1961,"MINING, KERR",MINING,J,KERR,N,201,201,201,201,201,201
1962,"MINING, KIMBLE",MINING,F,KIMBLE,N,1,1,1,1,1,1
1963,"MINING, KLEBERG",MINING,N,KLEBERG,N,10,10,10,10,10,10
1967,"MINING, LAMPASAS",MINING,G,LAMPASAS,N,3,3,3,3,3,3
1968,"MINING, LAVACA",MINING,P,LAVACA,N,2665,2665,2665,2665,2665,0
1969,"MINING, LEE",MINING,G,LEE,N,1236,1236,1236,1236,1236,1236
1970,"MINING, LEON",MINING,H,LEON,N,337,337,337,337,337,337
1971,"MINING, LIBERTY",MINING,H,LIBERTY,N,187,205,223,241,257,273
1972,"MINING, LIMESTONE",MINING,G,LIMESTONE,N,3519,3624,3738,3831,2914,2985
1973,"MINING, LIPSCOMB",MINING,A,LIPSCOMB,N,1018,1018,1018,1018,1018,1018
1974,"MINING, LIVE OAK",MINING,N,LIVE OAK,N,1264,1264,1264,1264,1264,2
1975,"MINING, LLANO",MINING,K,LLANO,N,2214,250,246,254,262,271
1976,"MINING, LOVING",MINING,F,LOVING,N,12002,12002,12002,12002,12002,12002
1977,"MINING, LUBBOCK",MINING,O,LUBBOCK,N,19,19,19,20,20,20
1978,"MINING, LYNN",MINING,O,LYNN,N,15,15,15,15,15,15
1979,"MINING, MCCULLOCH",MINING,F,MCCULLOCH,N,673,675,682,684,685,685
1980,"MINING, MCLENNAN",MINING,G,MCLENNAN,N,363,385,407,429,451,472
1981,"MINING, MCMULLEN",MINING,N,MCMULLEN,N,4538,4538,4538,4538,4538,1
1982,"MINING, MADISON",MINING,H,MADISON,N,975,975,975,975,975,975
1983,"MINING, MARION",MINING,D,MARION,N,24,24,24,24,24,24
1984,"MINING, MARTIN",MINING,F,MARTIN,N,16590,16590,15208,12443,8779,5530
1985,"MINING, MASON",MINING,F,MASON,N,176,176,176,176,176,176
1986,"MINING, MATAGORDA",MINING,K,MATAGORDA,N,1,1,1,1,1,1
1987,"MINING, MAVERICK",MINING,M,MAVERICK,N,4898,4898,4898,4898,4898,2
1988,"MINING, MEDINA",MINING,L,MEDINA,N,4324,4718,5065,5380,5657,5886
1989,"MINING, MIDLAND",MINING,F,MIDLAND,N,14703,14704,13479,11028,7781,4901
1990,"MINING, MILAM",MINING,G,MILAM,N,832,833,835,836,837,838
1991,"MINING, MITCHELL",MINING,F,MITCHELL,N,368,368,337,276,195,123
1992,"MINING, MONTAGUE",MINING,B,MONTAGUE,N,34,34,34,34,34,34
1993,"MINING, MONTGOMERY",MINING,H,MONTGOMERY,N,32,36,41,47,54,62
1994,"MINING, MOORE",MINING,A,MOORE,N,33,33,33,33,33,33
1997,"MINING, NACOGDOCHES",MINING,I,NACOGDOCHES,N,891,891,891,891,891,891
1998,"MINING, NAVARRO",MINING,C,NAVARRO,N,1748,1915,2125,2352,2723,3293
1999,"MINING, NEWTON",MINING,I,NEWTON,N,3,3,3,3,3,3
2000,"MINING, NOLAN",MINING,G,NOLAN,N,70,70,70,70,70,70
2001,"MINING, NUECES",MINING,N,NUECES,N,796,835,858,876,887,893
2002,"MINING, OCHILTREE",MINING,A,OCHILTREE,N,797,797,797,797,797,797
2003,"MINING, OLDHAM",MINING,A,OLDHAM,N,416,416,416,416,416,416
2004,"MINING, ORANGE",MINING,I,ORANGE,N,11,11,11,11,11,11
2005,"MINING, PALO PINTO",MINING,G,PALO PINTO,N,26,27,28,29,29,30
2006,"MINING, PANOLA",MINING,I,PANOLA,N,2280,2280,2280,2280,2280,2280
2007,"MINING, PARKER",MINING,C,PARKER,N,1062,1126,1385,1712,2060,2411
2008,"MINING, PECOS",MINING,F,PECOS,N,16152,16152,16152,16152,16152,16152
2009,"MINING, POLK",MINING,H,POLK,Y,26,27,28,29,30,30
2009,"MINING, POLK",MINING,I,POLK,Y,26,27,28,29,30,30
2010,"MINING, POTTER",MINING,A,POTTER,N,763,812,861,914,969,1027
2013,"MINING, REAGAN",MINING,F,REAGAN,N,19823,19823,18171,14867,10490,6608
2015,"MINING, REEVES",MINING,F,REEVES,N,34986,34986,34986,34986,34986,34986
2017,"MINING, ROBERTS",MINING,A,ROBERTS,N,684,684,684,684,684,684
2018,"MINING, ROBERTSON",MINING,G,ROBERTSON,N,3600,3600,600,600,600,600
2021,"MINING, RUSK",MINING,I,RUSK,N,489,489,489,489,489,489
2022,"MINING, SAN JACINTO",MINING,H,SAN JACINTO,N,56,56,56,56,56,56
2023,"MINING, SAN PATRICIO",MINING,N,SAN PATRICIO,N,88,90,92,93,94,94
2025,"MINING, SCHLEICHER",MINING,F,SCHLEICHER,N,3529,3529,3235,2647,1867,1176
2026,"MINING, SCURRY",MINING,F,SCURRY,N,306,306,281,230,162,102
2028,"MINING, SHERMAN",MINING,A,SHERMAN,N,7,7,7,7,7,7
2029,"MINING, SMITH",MINING,I,SMITH,N,427,446,466,487,510,534
2030,"MINING, SOMERVELL",MINING,G,SOMERVELL,N,1362,1458,1533,1597,1649,1686
2031,"MINING, STARR",MINING,M,STARR,N,193,200,207,213,218,223
2032,"MINING, STEPHENS",MINING,G,STEPHENS,N,10,10,10,10,10,10
2033,"MINING, STERLING",MINING,F,STERLING,N,3047,3047,2793,2285,1612,1016
2034,"MINING, STONEWALL",MINING,G,STONEWALL,N,20,20,20,20,20,20
2035,"MINING, SUTTON",MINING,F,SUTTON,N,27,27,27,27,27,27
2036,"MINING, TARRANT",MINING,C,TARRANT,N,525,106,115,121,129,136
2037,"MINING, TAYLOR",MINING,G,TAYLOR,N,514,532,547,558,566,571
2038,"MINING, TERRELL",MINING,E,TERRELL,N,132,132,132,132,132,132
2039,"MINING, TERRY",MINING,O,TERRY,N,101,101,101,101,101,101
2040,"MINING, THROCKMORTON",MINING,G,THROCKMORTON,N,112,112,112,112,112,112
2042,"MINING, TOM GREEN",MINING,F,TOM GREEN,N,990,990,908,743,524,330
2043,"MINING, TRAVIS",MINING,K,TRAVIS,N,551,622,676,722,772,830
2044,"MINING, TRINITY",MINING,H,TRINITY,Y,9,9,9,9,9,9
2044,"MINING, TRINITY",MINING,I,TRINITY,Y,9,9,9,9,9,9
2045,"MINING, UPSHUR",MINING,D,UPSHUR,N,139,139,139,139,139,139
2046,"MINING, UPTON",MINING,F,UPTON,N,15851,15851,14530,11888,8388,5284
2047,"MINING, UVALDE",MINING,L,UVALDE,N,3204,3423,3650,3866,4074,4271
2048,"MINING, VAL VERDE",MINING,J,VAL VERDE,N,97,105,114,122,129,137
2049,"MINING, VAN ZANDT",MINING,D,VAN ZANDT,N,6,6,6,6,6,6
2050,"MINING, VICTORIA",MINING,L,VICTORIA,N,390,409,426,439,451,460
2051,"MINING, WALKER",MINING,H,WALKER,N,73,73,73,73,73,73
2052,"MINING, WALLER",MINING,H,WALLER,N,109,127,145,166,188,211
2053,"MINING, WARD",MINING,F,WARD,N,8170,8232,8282,8321,8351,8370
2054,"MINING, WASHINGTON",MINING,G,WASHINGTON,N,728,728,728,728,728,728
2055,"MINING, WEBB",MINING,M,WEBB,N,4142,4144,4147,4149,4151,31
2056,"MINING, WHARTON",MINING,K,WHARTON,N,2,2,2,2,2,2
2057,"MINING, WHEELER",MINING,A,WHEELER,N,4156,4156,4157,4157,4158,4158
2058,"MINING, WICHITA",MINING,B,WICHITA,N,45,45,45,45,45,45
2059,"MINING, WILBARGER",MINING,B,WILBARGER,N,32,32,32,32,32,32
2060,"MINING, WILLACY",MINING,M,WILLACY,N,2,2,2,2,2,2
2061,"MINING, WILLIAMSON",MINING,G,WILLIAMSON,Y,2,2,2,3,3,3
2061,"MINING, WILLIAMSON",MINING,K,WILLIAMSON,Y,1544,1823,2142,2530,2914,3270
2062,"MINING, WILSON",MINING,L,WILSON,N,4680,4690,4698,4707,4714,105
2063,"MINING, WINKLER",MINING,F,WINKLER,N,13048,13711,14418,14996,15498,15912
2064,"MINING, WISE",MINING,C,WISE,N,3084,3074,3650,4246,5193,6663
2065,"MINING, WOOD",MINING,D,WOOD,N,347,349,351,352,353,353
2066,"MINING, YOAKUM",MINING,O,YOAKUM,N,746,746,746,746,746,746
2067,"MINING, YOUNG",MINING,G,YOUNG,N,1,1,1,1,1,1
2068,"MINING, ZAPATA",MINING,M,ZAPATA,N,6,6,6,6,6,6
2069,"MINING, ZAVALA",MINING,L,ZAVALA,N,4932,4932,4932,4932,4932,1
2070,MISSION,MUNICIPAL,M,HIDALGO,N,18065,19030,19716,20190,20672,21159
2072,MOFFAT WSC,MUNICIPAL,G,BELL,N,376,334,298,266,237,212
2073,MONAHANS,MUNICIPAL,F,WARD,N,2811,3175,3560,3898,4266,4666
2074,MONT BELVIEU,MUNICIPAL,H,CHAMBERS,N,4904,6253,6547,8096,9791,11735
2075,MONTGOMERY COUNTY MUD 18,MUNICIPAL,H,MONTGOMERY,N,2051,2178,2257,2332,2407,2486
2076,MONTGOMERY COUNTY MUD 19,MUNICIPAL,H,MONTGOMERY,N,715,725,731,737,737,741
2077,MONTGOMERY COUNTY MUD 8,MUNICIPAL,H,MONTGOMERY,N,1246,1292,1335,1379,1424,1471
2078,MONTGOMERY COUNTY MUD 9,MUNICIPAL,H,MONTGOMERY,N,2073,2129,2204,2281,2359,2440
2079,MONTGOMERY COUNTY UD 2,MUNICIPAL,H,MONTGOMERY,N,410,471,484,499,513,527
2080,MONTGOMERY COUNTY UD 3,MUNICIPAL,H,MONTGOMERY,N,868,897,933,970,1007,1045
2081,MONTGOMERY COUNTY UD 4,MUNICIPAL,H,MONTGOMERY,N,1081,1116,1158,1202,1247,1293
2082,MONTGOMERY COUNTY WCID 1,MUNICIPAL,H,MONTGOMERY,N,458,508,522,524,536,546
2083,MOODY,MUNICIPAL,G,MCLENNAN,N,273,308,344,380,417,453
2085,MORTON PWS,MUNICIPAL,O,COCHRAN,N,317,296,276,257,238,218
2086,MOULTON,MUNICIPAL,P,LAVACA,N,156,149,143,138,132,127
2088,MOUNT VERNON,MUNICIPAL,D,FRANKLIN,N,481,475,469,472,476,479
2090,MOUNTAIN PEAK SUD,MUNICIPAL,C,ELLIS,Y,6543,8720,11099,13522,16183,19108
2090,MOUNTAIN PEAK SUD,MUNICIPAL,G,JOHNSON,Y,1461,1813,2252,2799,3477,4321
2092,MUENSTER,MUNICIPAL,C,COOKE,N,357,355,355,355,355,355
2093,MULESHOE,MUNICIPAL,O,BAILEY,N,1013,1036,1060,1094,1141,1207
2094,MUNDAY,MUNICIPAL,G,KNOX,N,228,231,235,237,242,253
2095,MURCHISON,MUNICIPAL,I,HENDERSON,N,110,108,114,115,116,118
2096,MURPHY,MUNICIPAL,C,COLLIN,N,4832,4914,5428,6017,6658,7128
2099,NAPLES,MUNICIPAL,D,MORRIS,N,182,180,179,178,177,176
2100,NASH,MUNICIPAL,D,BOWIE,N,314,309,306,302,297,292
2101,NASSAU BAY,MUNICIPAL,H,HARRIS,N,1387,1399,1406,1411,1416,1411
2102,NATALIA,MUNICIPAL,L,MEDINA,N,190,184,193,198,199,194
2103,NAVARRO MILLS WSC,MUNICIPAL,C,NAVARRO,Y,288,308,325,341,357,376
2103,NAVARRO MILLS WSC,MUNICIPAL,G,HILL,Y,2,2,2,2,2,2
2104,NAVASOTA,MUNICIPAL,G,GRIMES,N,1581,1641,1695,1737,1784,1835
2105,NEDERLAND,MUNICIPAL,I,JEFFERSON,N,2422,2433,2427,2397,2368,2340
2106,NEEDVILLE,MUNICIPAL,H,FORT BEND,N,329,529,617,636,642,644
2107,NEVADA SUD,MUNICIPAL,C,COLLIN,Y,537,678,1007,2125,3793,5098
2107,NEVADA SUD,MUNICIPAL,C,ROCKWALL,Y,22,27,41,88,158,212
2108,NEW BOSTON,MUNICIPAL,D,BOWIE,N,1309,1297,1285,1265,1245,1225
2109,NEW BRAUNFELS,MUNICIPAL,L,COMAL,Y,20797,29434,41023,55688,72478,91701
2109,NEW BRAUNFELS,MUNICIPAL,L,GUADALUPE,Y,7314,10502,14093,17877,22204,27157
2110,NEW CANEY MUD,MUNICIPAL,H,MONTGOMERY,N,1835,2266,2575,2848,3079,3192
2112,NEW DEAL,MUNICIPAL,O,LUBBOCK,N,76,71,66,62,57,53
2115,NEW LONDON,MUNICIPAL,I,RUSK,N,282,273,260,244,229,214
2116,NEW SUMMERFIELD,MUNICIPAL,I,CHEROKEE,N,113,111,109,106,104,101
2117,NEW WAVERLY,MUNICIPAL,H,WALKER,N,141,125,111,96,83,72
2118,NEWARK,MUNICIPAL,C,WISE,N,131,166,240,351,522,666
2120,NEWTON,MUNICIPAL,I,NEWTON,N,343,311,278,247,217,189
2123,NIXON,MUNICIPAL,L,GONZALES,N,342,340,335,329,322,315
2124,NOCONA,MUNICIPAL,B,MONTAGUE,N,870,970,1072,1174,1276,1378
2128,NORMANGEE,MUNICIPAL,H,LEON,Y,61,45,34,25,18,14
2128,NORMANGEE,MUNICIPAL,H,MADISON,Y,12,12,12,12,12,12
2129,NORTH AUSTIN MUD 1,MUNICIPAL,K,TRAVIS,Y,96,95,95,95,95,95
2129,NORTH AUSTIN MUD 1,MUNICIPAL,K,WILLIAMSON,Y,889,884,884,884,884,884
2130,NORTH BELT UD,MUNICIPAL,H,HARRIS,N,781,781,904,958,964,978
2131,NORTH BOSQUE WSC,MUNICIPAL,G,MCLENNAN,N,638,714,801,898,1006,1129
2132,NORTH CHEROKEE WSC,MUNICIPAL,I,CHEROKEE,N,472,465,456,446,436,425
2133,NORTH COLLIN SUD,MUNICIPAL,C,COLLIN,N,1080,1216,1485,1783,2078,2422
2134,NORTH GREEN MUD,MUNICIPAL,H,HARRIS,N,536,545,562,570,581,586
2135,NORTH HARDIN WSC,MUNICIPAL,I,HARDIN,N,539,553,568,583,598,614
